entry_id	line_id	part_id	task_id	sample_id	context/question	human_subjects	non_human_subjects	subj_attributes	relations	generalized_relations	locations	direct_objects	obj_attributes	indirect_objects	result_relation	reasoning	implicit_object	implicit_relation	implicit_location	golden_answer	golden_supporting_facts
370	48	1	3	3	John journeyed to the garden.	John			journey	move	garden				be						
371	49	1	3	3	Mary journeyed to the office.	Mary			journey	move	office				be						
372	50	1	3	3	Sandra put down the milk there.	Sandra			put down	put	there	milk			not have						
373	51	1	3	3	Sandra journeyed to the kitchen.	Sandra			journey	move	kitchen				be						
374	52	1	3	3	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
375	53	1	3	3	John moved to the kitchen.	John			move	move	kitchen				be						
376	54	1	3	3	Mary moved to the garden.	Mary			move	move	garden				be						
377	55	1	3	3	Mary grabbed the apple.	Mary			grab	take		apple			have						
378	56	1	3	3	Mary put down the apple.	Mary			put down	put		apple			not have						
379	57	1	3	3	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
380	58	1	3	3	Sandra moved to the garden.	Sandra			move	move	garden				be						
381	59	1	3	3	Mary grabbed the apple.	Mary			grab	take		apple			have						
382	60	1	3	3	Sandra went to the hallway.	Sandra			go	move	hallway				be						
383	61	1	3	3	Daniel went to the kitchen.	Daniel			go	move	kitchen				be						
384	62	1	3	3	John journeyed to the office.	John			journey	move	office				be						
385	63	1	3	3	John moved to the hallway.	John			move	move	hallway				be						
386	64	1	3	3	Mary dropped the apple there.	Mary			drop	put	there	apple			not have						
387	65	1	3	3	Mary got the apple.	Mary			get	take		apple			have						
388	66	1	3	3	Mary put down the apple.	Mary			put down	put		apple			not have						
389	67	1	3	3	John went to the bathroom.	John			go	move	bathroom				be						
390	68	1	3	3	Sandra took the football.	Sandra			take	take		football			have						
391	69	1	3	3	Sandra journeyed to the office.	Sandra			journey	move	office				be						
392	70	1	3	3	Daniel travelled to the bedroom.	Daniel			travel	move	bedroom				be						
393	71	1	3	3	Mary journeyed to the hallway.	Mary			journey	move	hallway				be						
394	72	1	3	3	Mary picked up the milk.	Mary			pick up	take		milk			have						
395	73	1	3	3	Mary put down the milk.	Mary			put down	put		milk			not have						
396	74	1	3	3	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
397	75	1	3	3	Sandra left the football.	Sandra			leave	put		football			not have						
398	76	1	3	3	Sandra grabbed the football there.	Sandra			grab	take	there	football			have						
399	77	1	3	3	John travelled to the bedroom.	John			travel	move	bedroom				be						
400	78	1	3	3	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
401	79	1	3	3	Sandra journeyed to the hallway.	Sandra			journey	move	hallway				be						
402	80	1	3	3	Sandra moved to the garden.	Sandra			move	move	garden				be						
403	81	1	3	3	Where was the football before the garden?		football		be	be	garden				be					hallway	76 80 79
404	82	2	3	3	Sandra put down the football there.	Sandra			put down	put	there	football			not have						
405	83	2	3	3	Mary travelled to the garden.	Mary			travel	move	garden				be						
406	84	2	3	3	Where was the football before the garden?		football		be	be	garden				be					hallway	82 80 79
407	85	3	3	3	Sandra picked up the apple there.	Sandra			pick up	take	there	apple			have						
408	86	3	3	3	Sandra went back to the bathroom.	Sandra			go	move	bathroom				be						
409	87	3	3	3	Where was the football before the garden?		football		be	be	garden				be					hallway	82 80 79
410	88	4	3	3	Daniel went to the garden.	Daniel			go	move	garden				be						
411	89	4	3	3	Daniel got the football.	Daniel			get	take		football			have						
412	90	4	3	3	Mary travelled to the bathroom.	Mary			travel	move	bathroom				be						
413	91	4	3	3	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
414	92	4	3	3	Daniel put down the football.	Daniel			put down	put		football			not have						
415	93	4	3	3	Daniel journeyed to the kitchen.	Daniel			journey	move	kitchen				be						
416	94	4	3	3	Mary moved to the hallway.	Mary			move	move	hallway				be						
417	95	4	3	3	Sandra dropped the apple.	Sandra			drop	put		apple			not have						
418	96	4	3	3	Mary got the milk.	Mary			get	take		milk			have						
419	97	4	3	3	Mary went to the office.	Mary			go	move	office				be						
420	98	4	3	3	John travelled to the bathroom.	John			travel	move	bathroom				be						
421	99	4	3	3	Sandra took the apple.	Sandra			take	take		apple			have						
422	100	4	3	3	Sandra discarded the apple.	Sandra			discard	put		apple			not have						
423	101	4	3	3	John journeyed to the kitchen.	John			journey	move	kitchen				be						
424	102	4	3	3	Mary left the milk there.	Mary			leave	put	there	milk			not have						
425	103	4	3	3	Sandra took the apple.	Sandra			take	take		apple			have						
426	104	4	3	3	Sandra dropped the apple.	Sandra			drop	put		apple			not have						
427	105	4	3	3	Mary picked up the milk.	Mary			pick up	take		milk			have						
428	106	4	3	3	Sandra grabbed the apple.	Sandra			grab	take		apple			have						
429	107	4	3	3	John moved to the bedroom.	John			move	move	bedroom				be						
430	108	4	3	3	Mary left the milk.	Mary			leave	put		milk			not have						
431	109	4	3	3	Daniel travelled to the bedroom.	Daniel			travel	move	bedroom				be						
432	110	4	3	3	Sandra moved to the office.	Sandra			move	move	office				be						
433	111	4	3	3	Sandra left the apple there.	Sandra			leave	put	there	apple			not have						
434	112	4	3	3	Sandra moved to the bedroom.	Sandra			move	move	bedroom				be						
435	113	4	3	3	Mary journeyed to the bathroom.	Mary			journey	move	bathroom				be						
436	114	4	3	3	John journeyed to the bathroom.	John			journey	move	bathroom				be						
437	115	4	3	3	Sandra went to the kitchen.	Sandra			go	move	kitchen				be						
438	116	4	3	3	Daniel travelled to the garden.	Daniel			travel	move	garden				be						
439	117	4	3	3	Daniel travelled to the bedroom.	Daniel			travel	move	bedroom				be						
440	118	4	3	3	Mary moved to the kitchen.	Mary			move	move	kitchen				be						
441	119	4	3	3	Sandra went back to the bedroom.	Sandra			go	move	bedroom				be						
442	120	4	3	3	John moved to the office.	John			move	move	office				be						
443	121	4	3	3	Sandra journeyed to the bathroom.	Sandra			journey	move	bathroom				be						
444	122	4	3	3	Mary moved to the hallway.	Mary			move	move	hallway				be						
445	123	4	3	3	Daniel went back to the garden.	Daniel			go	move	garden				be						
446	124	4	3	3	John took the milk there.	John			take	take	there	milk			have						
447	125	4	3	3	John moved to the bedroom.	John			move	move	bedroom				be						
448	126	4	3	3	John discarded the milk.	John			discard	put		milk			not have						
449	127	4	3	3	Daniel took the football.	Daniel			take	take		football			have						
450	128	4	3	3	John took the milk there.	John			take	take	there	milk			have						
451	129	4	3	3	Sandra went back to the garden.	Sandra			go	move	garden				be						
452	130	4	3	3	John put down the milk.	John			put down	put		milk			not have						
453	131	4	3	3	John travelled to the bathroom.	John			travel	move	bathroom				be						
454	132	4	3	3	Mary journeyed to the bedroom.	Mary			journey	move	bedroom				be						
455	133	4	3	3	John travelled to the bedroom.	John			travel	move	bedroom				be						
456	134	4	3	3	Sandra moved to the bedroom.	Sandra			move	move	bedroom				be						
457	135	4	3	3	Daniel put down the football.	Daniel			put down	put		football			not have						
458	136	4	3	3	Sandra moved to the bathroom.	Sandra			move	move	bathroom				be						
459	137	4	3	3	Mary went to the hallway.	Mary			go	move	hallway				be						
460	138	4	3	3	Daniel picked up the football.	Daniel			pick up	take		football			have						
461	139	4	3	3	Sandra travelled to the garden.	Sandra			travel	move	garden				be						
462	140	4	3	3	Mary moved to the garden.	Mary			move	move	garden				be						
463	141	4	3	3	Daniel dropped the football.	Daniel			drop	put		football			not have						
464	142	4	3	3	Sandra went back to the bathroom.	Sandra			go	move	bathroom				be						
465	143	4	3	3	Daniel journeyed to the bedroom.	Daniel			journey	move	bedroom				be						
466	144	4	3	3	John moved to the bathroom.	John			move	move	bathroom				be						
467	145	4	3	3	Daniel moved to the hallway.	Daniel			move	move	hallway				be						
468	146	4	3	3	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
469	147	4	3	3	Daniel went back to the bedroom.	Daniel			go	move	bedroom				be						
470	148	4	3	3	Mary moved to the bathroom.	Mary			move	move	bathroom				be						
471	149	4	3	3	Daniel travelled to the office.	Daniel			travel	move	office				be						
472	150	4	3	3	Daniel went to the kitchen.	Daniel			go	move	kitchen				be						
473	151	4	3	3	Sandra moved to the kitchen.	Sandra			move	move	kitchen				be						
474	152	4	3	3	Mary journeyed to the office.	Mary			journey	move	office				be						
475	153	4	3	3	Daniel went back to the bedroom.	Daniel			go	move	bedroom				be						
476	154	4	3	3	John journeyed to the bedroom.	John			journey	move	bedroom				be						
477	155	4	3	3	Mary journeyed to the hallway.	Mary			journey	move	hallway				be						
478	156	4	3	3	Sandra travelled to the office.	Sandra			travel	move	office				be						
479	157	4	3	3	Sandra picked up the apple.	Sandra			pick up	take		apple			have						
480	158	4	3	3	Daniel moved to the hallway.	Daniel			move	move	hallway				be						
481	159	4	3	3	John went to the bathroom.	John			go	move	bathroom				be						
482	160	4	3	3	Sandra discarded the apple.	Sandra			discard	put		apple			not have						
483	161	4	3	3	John moved to the garden.	John			move	move	garden				be						
484	162	4	3	3	Sandra moved to the bedroom.	Sandra			move	move	bedroom				be						
485	163	4	3	3	Daniel journeyed to the kitchen.	Daniel			journey	move	kitchen				be						
486	164	4	3	3	Sandra went back to the kitchen.	Sandra			go	move	kitchen				be						
487	165	4	3	3	John picked up the football.	John			pick up	take		football			have						
488	166	4	3	3	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
489	167	4	3	3	John dropped the football.	John			drop	put		football			not have						
490	168	4	3	3	John took the football.	John			take	take		football			have						
491	169	4	3	3	Sandra went back to the office.	Sandra			go	move	office				be						
492	170	4	3	3	John discarded the football there.	John			discard	put	there	football			not have						
493	171	4	3	3	John journeyed to the bathroom.	John			journey	move	bathroom				be						
494	172	4	3	3	Mary went back to the hallway.	Mary			go	move	hallway				be						
495	173	4	3	3	Mary went to the kitchen.	Mary			go	move	kitchen				be						
496	174	4	3	3	Sandra travelled to the kitchen.	Sandra			travel	move	kitchen				be						
497	175	4	3	3	Daniel went back to the garden.	Daniel			go	move	garden				be						
498	176	4	3	3	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
499	177	4	3	3	Daniel moved to the bedroom.	Daniel			move	move	bedroom				be						
500	178	4	3	3	John went back to the garden.	John			go	move	garden				be						
501	179	4	3	3	Mary went to the bathroom.	Mary			go	move	bathroom				be						
502	180	4	3	3	John travelled to the kitchen.	John			travel	move	kitchen				be						
503	181	4	3	3	Sandra went back to the office.	Sandra			go	move	office				be						
504	182	4	3	3	Daniel travelled to the kitchen.	Daniel			travel	move	kitchen				be						
505	183	4	3	3	John went to the office.	John			go	move	office				be						
506	184	4	3	3	John went back to the bathroom.	John			go	move	bathroom				be						
507	185	4	3	3	Sandra journeyed to the bedroom.	Sandra			journey	move	bedroom				be						
508	186	4	3	3	John went to the kitchen.	John			go	move	kitchen				be						
509	187	4	3	3	Sandra got the milk.	Sandra			get	take		milk			have						
510	188	4	3	3	John went to the bathroom.	John			go	move	bathroom				be						
511	189	4	3	3	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
512	190	4	3	3	John journeyed to the kitchen.	John			journey	move	kitchen				be						
513	191	4	3	3	Mary journeyed to the office.	Mary			journey	move	office				be						
514	192	4	3	3	Sandra left the milk.	Sandra			leave	put		milk			not have						
515	193	4	3	3	Sandra picked up the milk.	Sandra			pick up	take		milk			have						
516	194	4	3	3	Sandra put down the milk there.	Sandra			put down	put	there	milk			not have						
517	195	4	3	3	Sandra moved to the office.	Sandra			move	move	office				be						
518	196	4	3	3	Sandra moved to the bathroom.	Sandra			move	move	bathroom				be						
519	197	4	3	3	Mary moved to the garden.	Mary			move	move	garden				be						
520	198	4	3	3	John moved to the office.	John			move	move	office				be						
521	199	4	3	3	Mary travelled to the office.	Mary			travel	move	office				be						
522	200	4	3	3	John grabbed the apple there.	John			grab	take	there	apple			have						
523	201	4	3	3	John dropped the apple.	John			drop	put		apple			not have						
524	202	4	3	3	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
525	203	4	3	3	John went back to the bedroom.	John			go	move	bedroom				be						
526	204	4	3	3	Daniel went back to the office.	Daniel			go	move	office				be						
527	205	4	3	3	John picked up the milk.	John			pick up	take		milk			have						
528	206	4	3	3	John journeyed to the bathroom.	John			journey	move	bathroom				be						
529	207	4	3	3	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
530	208	4	3	3	Mary travelled to the kitchen.	Mary			travel	move	kitchen				be						
531	209	4	3	3	John travelled to the garden.	John			travel	move	garden				be						
532	210	4	3	3	Where was the milk before the garden?		milk		be	be	garden				be					bathroom	205 209 206
533	211	5	3	3	Sandra went to the bedroom.	Sandra			go	move	bedroom				be						
534	212	5	3	3	Sandra moved to the bathroom.	Sandra			move	move	bathroom				be						
535	213	5	3	3	Mary moved to the office.	Mary			move	move	office				be						
536	214	5	3	3	John went back to the kitchen.	John			go	move	kitchen				be						
537	215	5	3	3	Mary went back to the garden.	Mary			go	move	garden				be						
538	216	5	3	3	Mary moved to the bedroom.	Mary			move	move	bedroom				be						
539	217	5	3	3	John discarded the milk.	John			discard	put		milk			not have						
540	218	5	3	3	Daniel journeyed to the garden.	Daniel			journey	move	garden				be						
541	219	5	3	3	Where was the milk before the kitchen?		milk		be	be					be					garden	217 214 209
542	1	1	3	4	Daniel moved to the office.	Daniel			move	move	office				be						
543	2	1	3	4	Mary got the apple.	Mary			get	take		apple			have						
544	3	1	3	4	Sandra picked up the football.	Sandra			pick up	take		football			have						
545	4	1	3	4	Daniel went back to the garden.	Daniel			go	move	garden				be						
546	5	1	3	4	Mary travelled to the kitchen.	Mary			travel	move	kitchen				be						
547	6	1	3	4	Sandra left the football.	Sandra			leave	put		football			not have						
548	7	1	3	4	Sandra got the football.	Sandra			get	take		football			have						
549	8	1	3	4	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
550	9	1	3	4	Daniel travelled to the office.	Daniel			travel	move	office				be						
551	10	1	3	4	Sandra went to the kitchen.	Sandra			go	move	kitchen				be						
552	11	1	3	4	Daniel journeyed to the hallway.	Daniel			journey	move	hallway				be						
553	12	1	3	4	Mary left the apple.	Mary			leave	put		apple			not have						
554	13	1	3	4	John went back to the office.	John			go	move	office				be						
555	14	1	3	4	Sandra dropped the football.	Sandra			drop	put		football			not have						
556	15	1	3	4	John went to the bathroom.	John			go	move	bathroom				be						
557	16	1	3	4	Mary took the football.	Mary			take	take		football			have						
558	17	1	3	4	Mary picked up the apple.	Mary			pick up	take		apple			have						
559	18	1	3	4	Daniel grabbed the milk.	Daniel			grab	take		milk			have						
560	19	1	3	4	Daniel put down the milk there.	Daniel			put down	put	there	milk			not have						
561	20	1	3	4	John travelled to the kitchen.	John			travel	move	kitchen				be						
562	21	1	3	4	Daniel got the milk.	Daniel			get	take		milk			have						
563	22	1	3	4	Daniel journeyed to the garden.	Daniel			journey	move	garden				be						
564	23	1	3	4	Mary put down the apple.	Mary			put down	put		apple			not have						
565	24	1	3	4	Mary discarded the football.	Mary			discard	put		football			not have						
566	25	1	3	4	Daniel journeyed to the hallway.	Daniel			journey	move	hallway				be						
567	26	1	3	4	Sandra got the football there.	Sandra			get	take	there	football			have						
568	27	1	3	4	Mary journeyed to the office.	Mary			journey	move	office				be						
569	28	1	3	4	John got the apple.	John			get	take		apple			have						
570	29	1	3	4	Sandra moved to the garden.	Sandra			move	move	garden				be						
571	30	1	3	4	Daniel moved to the bedroom.	Daniel			move	move	bedroom				be						
572	31	1	3	4	John dropped the apple.	John			drop	put		apple			not have						
573	32	1	3	4	Sandra travelled to the office.	Sandra			travel	move	office				be						
574	33	1	3	4	Sandra went back to the bathroom.	Sandra			go	move	bathroom				be						
575	34	1	3	4	Daniel moved to the kitchen.	Daniel			move	move	kitchen				be						
576	35	1	3	4	Daniel discarded the milk.	Daniel			discard	put		milk			not have						
577	36	1	3	4	Sandra travelled to the hallway.	Sandra			travel	move	hallway				be						
578	37	1	3	4	Where was the milk before the bedroom?		milk		be	be					be					hallway	35 30 25
579	38	2	3	4	Mary went to the hallway.	Mary			go	move	hallway				be						
580	39	2	3	4	Daniel went to the bathroom.	Daniel			go	move	bathroom				be						
581	40	2	3	4	Where was the milk before the hallway?		milk		be	be	hallway				be					garden	35 25 22
582	41	3	3	4	John picked up the milk.	John			pick up	take		milk			have						
583	42	3	3	4	Sandra dropped the football there.	Sandra			drop	put	there	football			not have						
584	43	3	3	4	Where was the football before the hallway?		football		be	be	hallway				be					bathroom	42 36 33
585	44	4	3	4	John put down the milk there.	John			put down	put	there	milk			not have						
586	45	4	3	4	Daniel went to the bedroom.	Daniel			go	move	bedroom				be						
587	46	4	3	4	Where was the football before the office?		football		be	be					be					garden	42 32 29
588	47	5	3	4	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
589	48	5	3	4	Sandra took the football there.	Sandra			take	take	there	football			have						
590	49	5	3	4	John picked up the apple there.	John			pick up	take	there	apple			have						
591	50	5	3	4	Daniel went back to the hallway.	Daniel			go	move	hallway				be						
592	51	5	3	4	Mary went back to the bedroom.	Mary			go	move	bedroom				be						
593	52	5	3	4	Sandra put down the football there.	Sandra			put down	put	there	football			not have						
594	53	5	3	4	Sandra journeyed to the bathroom.	Sandra			journey	move	bathroom				be						
595	54	5	3	4	John dropped the apple.	John			drop	put		apple			not have						
596	55	5	3	4	Daniel moved to the garden.	Daniel			move	move	garden				be						
597	56	5	3	4	Sandra went back to the bedroom.	Sandra			go	move	bedroom				be						
598	57	5	3	4	John picked up the milk.	John			pick up	take		milk			have						
599	58	5	3	4	Mary journeyed to the garden.	Mary			journey	move	garden				be						
600	59	5	3	4	John travelled to the hallway.	John			travel	move	hallway				be						
601	60	5	3	4	John moved to the bathroom.	John			move	move	bathroom				be						
602	61	5	3	4	Where was the milk before the bathroom?		milk		be	be					be					hallway	57 60 59
603	1	1	3	5	Sandra journeyed to the bathroom.	Sandra			journey	move	bathroom				be						
604	2	1	3	5	John went to the office.	John			go	move	office				be						
605	3	1	3	5	Daniel went to the office.	Daniel			go	move	office				be						
606	4	1	3	5	Daniel got the milk.	Daniel			get	take		milk			have						
607	5	1	3	5	John went to the bedroom.	John			go	move	bedroom				be						
608	6	1	3	5	John got the football.	John			get	take		football			have						
609	7	1	3	5	Daniel travelled to the hallway.	Daniel			travel	move	hallway				be						
610	8	1	3	5	John went to the hallway.	John			go	move	hallway				be						
611	9	1	3	5	John took the apple.	John			take	take		apple			have						
612	10	1	3	5	Mary travelled to the office.	Mary			travel	move	office				be						
613	11	1	3	5	Mary moved to the kitchen.	Mary			move	move	kitchen				be						
614	12	1	3	5	John left the apple.	John			leave	put		apple			not have						
615	13	1	3	5	John journeyed to the garden.	John			journey	move	garden				be						
616	14	1	3	5	John put down the football.	John			put down	put		football			not have						
617	15	1	3	5	Where was the football before the garden?		football		be	be	garden				be					hallway	14 13 8
618	16	2	3	5	Daniel travelled to the kitchen.	Daniel			travel	move	kitchen				be						
619	17	2	3	5	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
620	18	2	3	5	Where was the football before the garden?		football		be	be	garden				be					hallway	14 13 8
621	19	3	3	5	Mary went to the garden.	Mary			go	move	garden				be						
622	20	3	3	5	Daniel left the milk.	Daniel			leave	put		milk			not have						
623	21	3	3	5	Where was the football before the garden?		football		be	be	garden				be					hallway	14 13 8
624	22	4	3	5	John picked up the football.	John			pick up	take		football			have						
625	23	4	3	5	John moved to the bathroom.	John			move	move	bathroom				be						
626	24	4	3	5	Where was the milk before the kitchen?		milk		be	be					be					hallway	20 16 7
627	25	5	3	5	Daniel grabbed the milk.	Daniel			grab	take		milk			have						
628	26	5	3	5	Daniel dropped the milk.	Daniel			drop	put		milk			not have						
629	27	5	3	5	Daniel went to the office.	Daniel			go	move	office				be						
630	28	5	3	5	John put down the football.	John			put down	put		football			not have						
631	29	5	3	5	John journeyed to the bedroom.	John			journey	move	bedroom				be						
632	30	5	3	5	John went back to the garden.	John			go	move	garden				be						
633	31	5	3	5	John journeyed to the kitchen.	John			journey	move	kitchen				be						
634	32	5	3	5	Mary moved to the bathroom.	Mary			move	move	bathroom				be						
635	33	5	3	5	Mary moved to the kitchen.	Mary			move	move	kitchen				be						
636	34	5	3	5	John got the milk.	John			get	take		milk			have						
637	35	5	3	5	Daniel went back to the hallway.	Daniel			go	move	hallway				be						
638	36	5	3	5	Sandra took the football.	Sandra			take	take		football			have						
639	37	5	3	5	Mary journeyed to the office.	Mary			journey	move	office				be						
640	38	5	3	5	Daniel grabbed the apple there.	Daniel			grab	take	there	apple			have						
641	39	5	3	5	Daniel put down the apple.	Daniel			put down	put		apple			not have						
642	40	5	3	5	John went back to the bathroom.	John			go	move	bathroom				be						
643	41	5	3	5	John put down the milk.	John			put down	put		milk			not have						
644	42	5	3	5	Daniel took the apple.	Daniel			take	take		apple			have						
645	43	5	3	5	Mary travelled to the kitchen.	Mary			travel	move	kitchen				be						
646	44	5	3	5	John went to the bedroom.	John			go	move	bedroom				be						
647	45	5	3	5	Sandra dropped the football.	Sandra			drop	put		football			not have						
648	46	5	3	5	John journeyed to the garden.	John			journey	move	garden				be						
649	47	5	3	5	John moved to the office.	John			move	move	office				be						
650	48	5	3	5	Sandra journeyed to the kitchen.	Sandra			journey	move	kitchen				be						
651	49	5	3	5	Mary moved to the garden.	Mary			move	move	garden				be						
652	50	5	3	5	Daniel journeyed to the garden.	Daniel			journey	move	garden				be						
653	51	5	3	5	Daniel left the apple.	Daniel			leave	put		apple			not have						
654	52	5	3	5	Daniel picked up the apple.	Daniel			pick up	take		apple			have						
655	53	5	3	5	Daniel travelled to the kitchen.	Daniel			travel	move	kitchen				be						
656	54	5	3	5	Daniel put down the apple there.	Daniel			put down	put	there	apple			not have						
657	55	5	3	5	Sandra took the apple.	Sandra			take	take		apple			have						
658	56	5	3	5	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
659	57	5	3	5	Sandra discarded the apple.	Sandra			discard	put		apple			not have						
660	58	5	3	5	Sandra journeyed to the bedroom.	Sandra			journey	move	bedroom				be						
661	59	5	3	5	Sandra went to the office.	Sandra			go	move	office				be						
662	60	5	3	5	Daniel grabbed the milk there.	Daniel			grab	take	there	milk			have						
663	61	5	3	5	Sandra went to the bathroom.	Sandra			go	move	bathroom				be						
664	62	5	3	5	Daniel got the football.	Daniel			get	take		football			have						
665	63	5	3	5	Daniel moved to the garden.	Daniel			move	move	garden				be						
666	64	5	3	5	Mary travelled to the bedroom.	Mary			travel	move	bedroom				be						
667	65	5	3	5	Daniel dropped the milk there.	Daniel			drop	put	there	milk			not have						
668	66	5	3	5	Mary travelled to the garden.	Mary			travel	move	garden				be						
669	67	5	3	5	Mary travelled to the bedroom.	Mary			travel	move	bedroom				be						
670	68	5	3	5	John went back to the kitchen.	John			go	move	kitchen				be						
671	69	5	3	5	John picked up the apple there.	John			pick up	take	there	apple			have						
672	70	5	3	5	John put down the apple.	John			put down	put		apple			not have						
673	71	5	3	5	Daniel went to the hallway.	Daniel			go	move	hallway				be						
674	72	5	3	5	Sandra travelled to the kitchen.	Sandra			travel	move	kitchen				be						
675	73	5	3	5	John went back to the bathroom.	John			go	move	bathroom				be						
676	74	5	3	5	Daniel put down the football.	Daniel			put down	put		football			not have						
677	75	5	3	5	Where was the football before the hallway?		football		be	be	hallway				be					garden	74 71 63
678	1	1	4	1	The kitchen is west of the garden.		kitchen		"be
west"	west				garden							
679	2	1	4	1	The hallway is west of the kitchen.		hallway		"be
west"	west				kitchen							
680	3	1	4	1	What is the garden east of?		east		be	be					be					kitchen	1
681	1	1	4	2	The bathroom is south of the bedroom.		bathroom		"be
south"	south				bedroom							
682	2	1	4	2	The kitchen is north of the bedroom.		kitchen		"be
north"	north				bedroom							
683	3	1	4	2	What is the bedroom south of?		bedroom		be	be					be					kitchen	2
684	1	1	4	3	The bedroom is south of the kitchen.		bedroom		"be
south"	south				kitchen							
685	2	1	4	3	The kitchen is south of the hallway.		kitchen		"be
south"	south				hallway							
686	3	1	4	3	What is south of the kitchen?				"be
south"	south		what		kitchen						bedroom	1
687	1	1	4	4	The hallway is west of the bedroom.		hallway		"be
west"	west				bedroom							
688	2	1	4	4	The hallway is east of the garden.		hallway		"be
east"	east				garden							
689	3	1	4	4	What is the bedroom east of?	East	bedroom		be	be					be					hallway	1
690	1	1	4	5	The kitchen is south of the bedroom.		kitchen		"be
south"	south				bedroom							
691	2	1	4	5	The garden is north of the bedroom.		garden		"be
north"	north				bedroom							
692	3	1	4	5	What is the bedroom north of?		bedroom		be	be					be					kitchen	1
693	1	1	5	1	Mary travelled to the garden.	Mary			travel	move	garden				be						
694	2	1	5	1	Mary journeyed to the kitchen.	Mary			journey	move	kitchen				be						
695	3	1	5	1	Bill went back to the office.	Bill			go	move	office				be						
696	4	1	5	1	Bill journeyed to the hallway.	Bill			journey	move	hallway				be						
697	5	1	5	1	Jeff went back to the bedroom.	Jeff			go	move	bedroom				be						
698	6	1	5	1	Fred moved to the hallway.	Fred			move	move	hallway				be						
699	7	1	5	1	Bill moved to the bathroom.	Bill			move	move	bathroom				be						
700	8	1	5	1	Jeff went back to the garden.	Jeff			go	move	garden				be						
701	9	1	5	1	Jeff went back to the kitchen.	Jeff			go	move	kitchen				be						
702	10	1	5	1	Fred went back to the garden.	Fred			go	move	garden				be						
703	11	1	5	1	Mary got the football there.	Mary			get	take	there	football			have						
704	12	1	5	1	Mary handed the football to Jeff.	Mary			hand	give		football		Jeff	not have			have			
705	13	1	5	1	What did Mary give to Jeff?	Mary			give	give				Jeff	not have			have		football	12
706	14	2	5	1	Bill went back to the hallway.	Bill			go	move	hallway				be						
707	15	2	5	1	Jeff went back to the bedroom.	Jeff			go	move	bedroom				be						
708	16	2	5	1	What did Mary give to Jeff?	Mary			give	give				Jeff	not have			have		football	12
709	17	3	5	1	Fred moved to the bathroom.	Fred			move	move	bathroom				be						
710	18	3	5	1	Mary picked up the milk there.	Mary			pick up	take	there	milk			have						
711	19	3	5	1	What did Mary give to Jeff?	Mary			give	give				Jeff	not have			have		football	12
712	20	4	5	1	Fred travelled to the kitchen.	Fred			travel	move	kitchen				be						
713	21	4	5	1	Mary handed the milk to Fred.	Mary			hand	give		milk		Fred	not have			have			
714	22	4	5	1	Who gave the milk to Fred?	who			give	give		milk		Fred	not have			have		Mary	21
715	23	5	5	1	Fred moved to the hallway.	Fred			move	move	hallway				be						
716	24	5	5	1	Jeff went to the office.	Jeff			go	move	office				be						
717	25	5	5	1	Who did Mary give the milk to?	Mary			give	give		milk			not have			have		Fred	21
718	1	1	5	2	Jeff went to the bedroom.	Jeff			go	move	bedroom				be						
719	2	1	5	2	Mary journeyed to the kitchen.	Mary			journey	move	kitchen				be						
720	3	1	5	2	Mary journeyed to the bathroom.	Mary			journey	move	bathroom				be						
721	4	1	5	2	Bill moved to the kitchen.	Bill			move	move	kitchen				be						
722	5	1	5	2	Mary moved to the garden.	Mary			move	move	garden				be						
723	6	1	5	2	Bill went back to the office.	Bill			go	move	office				be						
724	7	1	5	2	Bill went to the kitchen.	Bill			go	move	kitchen				be						
725	8	1	5	2	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
726	9	1	5	2	Mary travelled to the kitchen.	Mary			travel	move	kitchen				be						
727	10	1	5	2	Jeff moved to the office.	Jeff			move	move	office				be						
728	11	1	5	2	Fred went to the hallway.	Fred			go	move	hallway				be						
729	12	1	5	2	Fred went back to the garden.	Fred			go	move	garden				be						
730	13	1	5	2	Mary travelled to the office.	Mary			travel	move	office				be						
731	14	1	5	2	Jeff took the apple there.	Jeff			take	take	there	apple			have						
732	15	1	5	2	Jeff discarded the apple.	Jeff			discard	put		apple			not have						
733	16	1	5	2	Mary went to the garden.	Mary			go	move	garden				be						
734	17	1	5	2	Bill went back to the bathroom.	Bill			go	move	bathroom				be						
735	18	1	5	2	Mary went to the office.	Mary			go	move	office				be						
736	19	1	5	2	Bill grabbed the milk there.	Bill			grab	take	there	milk			have						
