task_id,sample_id,part_id,reasoning,answer
1,36,2,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the kitchen. Then in sentence 2, Sandra went to the office. Then in sentence 4, Sandra travelled to the hallway. Most recently, in sentence 5, Sandra went back to the kitchen. Since the last recorded movement for Sandra places them at the kitchen, this is their current location.",kitchen
1,36,3,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the kitchen. Then in sentence 2, Sandra went to the office. Then in sentence 4, Sandra travelled to the hallway. Then in sentence 5, Sandra went back to the kitchen. Most recently, in sentence 8, Sandra went to the bedroom. Since the last recorded movement for Sandra places them at the bedroom, this is their current location.",bedroom
1,36,4,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the kitchen. Then in sentence 2, Sandra went to the office. Then in sentence 4, Sandra travelled to the hallway. Then in sentence 5, Sandra went back to the kitchen. Then in sentence 8, Sandra went to the bedroom. Most recently, in sentence 11, Sandra travelled to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,36,5,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the kitchen. Then in sentence 2, Sandra went to the office. Then in sentence 4, Sandra travelled to the hallway. Then in sentence 5, Sandra went back to the kitchen. Then in sentence 8, Sandra went to the bedroom. Most recently, in sentence 11, Sandra travelled to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,37,1,"Tracking Mary's movements through the context sentences. In sentence 1, Mary travelled to the office. Most recently, in sentence 2, Mary went back to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,37,2,"Tracking Mary's movements through the context sentences. In sentence 1, Mary travelled to the office. Most recently, in sentence 2, Mary went back to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,37,3,"Tracking Daniel's movements through the context sentences. In sentence 5, Daniel went back to the office. Most recently, in sentence 8, Daniel journeyed to the hallway. Since the last recorded movement for Daniel places them at the hallway, this is their current location.",hallway
1,37,4,"Tracking Mary's movements through the context sentences. In sentence 1, Mary travelled to the office. Then in sentence 2, Mary went back to the hallway. Then in sentence 10, Mary moved to the office. Most recently, in sentence 11, Mary moved to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,37,5,"Tracking Sandra's movements through the context sentences. In sentence 14, Sandra went to the bedroom. Since the last recorded movement for Sandra places them at the bedroom, this is their current location.",bedroom
1,38,1,"Tracking John's movements through the context sentences. In sentence 2, John went to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,38,2,"Tracking Daniel's movements through the context sentences. In sentence 4, Daniel travelled to the office. Since the last recorded movement for Daniel places them at the office, this is their current location.",office
1,38,3,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the kitchen. Most recently, in sentence 8, Mary moved to the garden. Since the last recorded movement for Mary places them at the garden, this is their current location.",garden
1,38,4,"Tracking Sandra's movements through the context sentences. In sentence 5, Sandra journeyed to the bathroom. Most recently, in sentence 11, Sandra journeyed to the kitchen. Since the last recorded movement for Sandra places them at the kitchen, this is their current location.",kitchen
1,38,5,"Tracking Sandra's movements through the context sentences. In sentence 5, Sandra journeyed to the bathroom. Then in sentence 11, Sandra journeyed to the kitchen. Most recently, in sentence 13, Sandra went back to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,39,1,"Tracking Mary's movements through the context sentences. In sentence 2, Mary went back to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,39,2,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra travelled to the hallway. Most recently, in sentence 5, Sandra journeyed to the kitchen. Since the last recorded movement for Sandra places them at the kitchen, this is their current location.",kitchen
1,39,3,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra travelled to the hallway. Then in sentence 5, Sandra journeyed to the kitchen. Most recently, in sentence 8, Sandra went to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,39,4,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra travelled to the hallway. Then in sentence 5, Sandra journeyed to the kitchen. Then in sentence 8, Sandra went to the garden. Most recently, in sentence 10, Sandra journeyed to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,39,5,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra travelled to the hallway. Then in sentence 5, Sandra journeyed to the kitchen. Then in sentence 8, Sandra went to the garden. Most recently, in sentence 10, Sandra journeyed to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,40,1,"Tracking Mary's movements through the context sentences. In sentence 2, Mary travelled to the garden. Since the last recorded movement for Mary places them at the garden, this is their current location.",garden
1,40,2,"Tracking John's movements through the context sentences. In sentence 1, John went to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,40,3,"Tracking Daniel's movements through the context sentences. In sentence 4, Daniel journeyed to the kitchen. Since the last recorded movement for Daniel places them at the kitchen, this is their current location.",kitchen
1,40,4,"Tracking Mary's movements through the context sentences. In sentence 2, Mary travelled to the garden. Then in sentence 5, Mary went back to the bedroom. Then in sentence 7, Mary travelled to the office. Most recently, in sentence 10, Mary went to the bathroom. Since the last recorded movement for Mary places them at the bathroom, this is their current location.",bathroom
1,40,5,"Tracking John's movements through the context sentences. In sentence 1, John went to the office. Then in sentence 8, John travelled to the bathroom. Then in sentence 11, John travelled to the kitchen. Then in sentence 13, John went back to the bathroom. Most recently, in sentence 14, John went back to the bedroom. Since the last recorded movement for John places them at the bedroom, this is their current location.",bedroom
1,41,1,"Tracking Mary's movements through the context sentences. In sentence 1, Mary moved to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,41,2,"Tracking John's movements through the context sentences. In sentence 4, John went back to the hallway. Most recently, in sentence 5, John moved to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,41,3,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel travelled to the office. Since the last recorded movement for Daniel places them at the office, this is their current location.",office
1,41,4,"Tracking Sandra's movements through the context sentences. In sentence 7, Sandra journeyed to the kitchen. Most recently, in sentence 11, Sandra went to the bedroom. Since the last recorded movement for Sandra places them at the bedroom, this is their current location.",bedroom
1,41,5,"Tracking Sandra's movements through the context sentences. In sentence 7, Sandra journeyed to the kitchen. Then in sentence 11, Sandra went to the bedroom. Most recently, in sentence 13, Sandra travelled to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,42,1,"Tracking Sandra's movements through the context sentences. In sentence 2, Sandra travelled to the bathroom. Since the last recorded movement for Sandra places them at the bathroom, this is their current location.",bathroom
1,42,2,"Tracking Mary's movements through the context sentences. In sentence 1, Mary moved to the hallway. Most recently, in sentence 4, Mary travelled to the kitchen. Since the last recorded movement for Mary places them at the kitchen, this is their current location.",kitchen
1,42,3,"Tracking Sandra's movements through the context sentences. In sentence 2, Sandra travelled to the bathroom. Then in sentence 5, Sandra went to the garden. Most recently, in sentence 7, Sandra travelled to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,42,4,"Tracking Daniel's movements through the context sentences. In sentence 10, Daniel went to the bathroom. Since the last recorded movement for Daniel places them at the bathroom, this is their current location.",bathroom
1,42,5,"Tracking John's movements through the context sentences. In sentence 8, John went to the hallway. Since the last recorded movement for John places them at the hallway, this is their current location.",hallway
1,43,1,"Tracking John's movements through the context sentences. In sentence 1, John moved to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,43,2,"Tracking John's movements through the context sentences. In sentence 1, John moved to the bathroom. Then in sentence 4, John went back to the office. Most recently, in sentence 5, John travelled to the bedroom. Since the last recorded movement for John places them at the bedroom, this is their current location.",bedroom
1,43,3,"Tracking Daniel's movements through the context sentences. In sentence 7, Daniel moved to the hallway. Since the last recorded movement for Daniel places them at the hallway, this is their current location.",hallway
1,43,4,"Tracking Mary's movements through the context sentences. In sentence 10, Mary went back to the bedroom. Since the last recorded movement for Mary places them at the bedroom, this is their current location.",bedroom
1,43,5,"Tracking Sandra's movements through the context sentences. In sentence 2, Sandra moved to the garden. Most recently, in sentence 8, Sandra moved to the bathroom. Since the last recorded movement for Sandra places them at the bathroom, this is their current location.",bathroom
1,44,1,"Tracking Mary's movements through the context sentences. In sentence 1, Mary travelled to the bedroom. Since the last recorded movement for Mary places them at the bedroom, this is their current location.",bedroom
1,44,2,"Tracking John's movements through the context sentences. In sentence 2, John went back to the hallway. Most recently, in sentence 4, John moved to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,44,3,"Tracking John's movements through the context sentences. In sentence 2, John went back to the hallway. Then in sentence 4, John moved to the bathroom. Most recently, in sentence 8, John went to the hallway. Since the last recorded movement for John places them at the hallway, this is their current location.",hallway
1,44,4,"Tracking Sandra's movements through the context sentences. In sentence 5, Sandra journeyed to the garden. Most recently, in sentence 10, Sandra moved to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,44,5,"Tracking John's movements through the context sentences. In sentence 2, John went back to the hallway. Then in sentence 4, John moved to the bathroom. Then in sentence 8, John went to the hallway. Most recently, in sentence 11, John journeyed to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,45,1,"Tracking Mary's movements through the context sentences. In sentence 1, Mary travelled to the bathroom. Since the last recorded movement for Mary places them at the bathroom, this is their current location.",bathroom
1,45,2,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went back to the hallway. Since the last recorded movement for Daniel places them at the hallway, this is their current location.",hallway
1,45,3,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went back to the hallway. Most recently, in sentence 8, Daniel went to the kitchen. Since the last recorded movement for Daniel places them at the kitchen, this is their current location.",kitchen
1,45,4,"Tracking Sandra's movements through the context sentences. In sentence 4, Sandra went back to the office. Most recently, in sentence 5, Sandra went back to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,45,5,"Tracking John's movements through the context sentences. In sentence 7, John went back to the bathroom. Then in sentence 10, John moved to the kitchen. Most recently, in sentence 14, John moved to the bedroom. Since the last recorded movement for John places them at the bedroom, this is their current location.",bedroom
1,46,1,"Tracking John's movements through the context sentences. In sentence 2, John moved to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,46,2,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel travelled to the hallway. Since the last recorded movement for Daniel places them at the hallway, this is their current location.",hallway
1,46,3,"Tracking Sandra's movements through the context sentences. In sentence 8, Sandra moved to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,46,4,"Tracking John's movements through the context sentences. In sentence 2, John moved to the office. Then in sentence 4, John went to the bathroom. Then in sentence 5, John travelled to the office. Then in sentence 10, John travelled to the kitchen. Most recently, in sentence 11, John went back to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,46,5,"Tracking John's movements through the context sentences. In sentence 2, John moved to the office. Then in sentence 4, John went to the bathroom. Then in sentence 5, John travelled to the office. Then in sentence 10, John travelled to the kitchen. Most recently, in sentence 11, John went back to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,47,1,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the office. Since the last recorded movement for Daniel places them at the office, this is their current location.",office
1,47,2,"Tracking Mary's movements through the context sentences. In sentence 4, Mary went back to the garden. Since the last recorded movement for Mary places them at the garden, this is their current location.",garden
1,47,3,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the office. Most recently, in sentence 7, Daniel moved to the hallway. Since the last recorded movement for Daniel places them at the hallway, this is their current location.",hallway
1,47,4,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the office. Then in sentence 7, Daniel moved to the hallway. Most recently, in sentence 11, Daniel went back to the office. Since the last recorded movement for Daniel places them at the office, this is their current location.",office
1,47,5,"Tracking John's movements through the context sentences. In sentence 5, John went back to the kitchen. Most recently, in sentence 10, John went back to the hallway. Since the last recorded movement for John places them at the hallway, this is their current location.",hallway
1,48,1,"Tracking Mary's movements through the context sentences. In sentence 2, Mary moved to the bedroom. Since the last recorded movement for Mary places them at the bedroom, this is their current location.",bedroom
1,48,2,"Tracking Mary's movements through the context sentences. In sentence 2, Mary moved to the bedroom. Since the last recorded movement for Mary places them at the bedroom, this is their current location.",bedroom
1,48,3,"Tracking Mary's movements through the context sentences. In sentence 2, Mary moved to the bedroom. Since the last recorded movement for Mary places them at the bedroom, this is their current location.",bedroom
1,48,4,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel went to the garden. Then in sentence 4, Daniel journeyed to the bathroom. Then in sentence 7, Daniel moved to the hallway. Most recently, in sentence 11, Daniel travelled to the bedroom. Since the last recorded movement for Daniel places them at the bedroom, this is their current location.",bedroom
1,48,5,"Tracking Sandra's movements through the context sentences. In sentence 5, Sandra journeyed to the bathroom. Then in sentence 8, Sandra journeyed to the kitchen. Most recently, in sentence 10, Sandra moved to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,49,1,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the hallway. Since the last recorded movement for Daniel places them at the hallway, this is their current location.",hallway
1,49,2,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the hallway. Most recently, in sentence 5, Mary moved to the kitchen. Since the last recorded movement for Mary places them at the kitchen, this is their current location.",kitchen
1,49,3,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the hallway. Then in sentence 5, Mary moved to the kitchen. Most recently, in sentence 8, Mary journeyed to the garden. Since the last recorded movement for Mary places them at the garden, this is their current location.",garden
1,49,4,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the hallway. Then in sentence 5, Mary moved to the kitchen. Most recently, in sentence 8, Mary journeyed to the garden. Since the last recorded movement for Mary places them at the garden, this is their current location.",garden
1,49,5,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the hallway. Then in sentence 5, Mary moved to the kitchen. Then in sentence 8, Mary journeyed to the garden. Then in sentence 13, Mary moved to the office. Most recently, in sentence 14, Mary went back to the kitchen. Since the last recorded movement for Mary places them at the kitchen, this is their current location.",kitchen
1,50,1,"Tracking John's movements through the context sentences. In sentence 2, John journeyed to the kitchen. Since the last recorded movement for John places them at the kitchen, this is their current location.",kitchen
1,50,2,"Tracking Sandra's movements through the context sentences. In sentence 4, Sandra moved to the kitchen. Most recently, in sentence 5, Sandra went to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,50,3,"Tracking Sandra's movements through the context sentences. In sentence 4, Sandra moved to the kitchen. Most recently, in sentence 5, Sandra went to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,50,4,"Tracking Sandra's movements through the context sentences. In sentence 4, Sandra moved to the kitchen. Most recently, in sentence 5, Sandra went to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,50,5,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel travelled to the kitchen. Then in sentence 8, Daniel went to the bathroom. Then in sentence 11, Daniel moved to the kitchen. Most recently, in sentence 14, Daniel moved to the garden. Since the last recorded movement for Daniel places them at the garden, this is their current location.",garden
1,51,1,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the bedroom. Since the last recorded movement for Daniel places them at the bedroom, this is their current location.",bedroom
1,51,2,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the office. Since the last recorded movement for Mary places them at the office, this is their current location.",office
1,51,3,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the bedroom. Then in sentence 5, Daniel travelled to the kitchen. Then in sentence 7, Daniel travelled to the garden. Most recently, in sentence 8, Daniel moved to the bathroom. Since the last recorded movement for Daniel places them at the bathroom, this is their current location.",bathroom
1,51,4,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the bedroom. Then in sentence 5, Daniel travelled to the kitchen. Then in sentence 7, Daniel travelled to the garden. Most recently, in sentence 8, Daniel moved to the bathroom. Since the last recorded movement for Daniel places them at the bathroom, this is their current location.",bathroom
1,51,5,"Tracking John's movements through the context sentences. In sentence 11, John went to the bedroom. Then in sentence 13, John went back to the office. Most recently, in sentence 14, John journeyed to the bedroom. Since the last recorded movement for John places them at the bedroom, this is their current location.",bedroom
1,52,1,"Tracking John's movements through the context sentences. In sentence 2, John journeyed to the bedroom. Since the last recorded movement for John places them at the bedroom, this is their current location.",bedroom
1,52,2,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra moved to the garden. Most recently, in sentence 5, Sandra travelled to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,52,3,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra moved to the garden. Most recently, in sentence 5, Sandra travelled to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,52,4,"Tracking Mary's movements through the context sentences. In sentence 4, Mary went back to the bedroom. Then in sentence 8, Mary travelled to the garden. Most recently, in sentence 10, Mary moved to the kitchen. Since the last recorded movement for Mary places them at the kitchen, this is their current location.",kitchen
1,52,5,"Tracking Mary's movements through the context sentences. In sentence 4, Mary went back to the bedroom. Then in sentence 8, Mary travelled to the garden. Then in sentence 10, Mary moved to the kitchen. Then in sentence 13, Mary journeyed to the hallway. Most recently, in sentence 14, Mary went to the garden. Since the last recorded movement for Mary places them at the garden, this is their current location.",garden
1,53,1,"Tracking Sandra's movements through the context sentences. In sentence 2, Sandra moved to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,53,2,"Tracking Mary's movements through the context sentences. In sentence 1, Mary went back to the bedroom. Most recently, in sentence 5, Mary travelled to the office. Since the last recorded movement for Mary places them at the office, this is their current location.",office
1,53,3,"Tracking Sandra's movements through the context sentences. In sentence 2, Sandra moved to the garden. Most recently, in sentence 8, Sandra travelled to the hallway. Since the last recorded movement for Sandra places them at the hallway, this is their current location.",hallway
1,53,4,"Tracking John's movements through the context sentences. In sentence 10, John journeyed to the garden. Most recently, in sentence 11, John journeyed to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,53,5,"Tracking John's movements through the context sentences. In sentence 10, John journeyed to the garden. Most recently, in sentence 11, John journeyed to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,54,1,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the bathroom. Since the last recorded movement for Sandra places them at the bathroom, this is their current location.",bathroom
1,54,2,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the bathroom. Most recently, in sentence 4, Sandra went back to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,54,3,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the bathroom. Then in sentence 4, Sandra went back to the garden. Most recently, in sentence 7, Sandra travelled to the bedroom. Since the last recorded movement for Sandra places them at the bedroom, this is their current location.",bedroom
1,54,4,"Tracking John's movements through the context sentences. In sentence 2, John moved to the garden. Most recently, in sentence 8, John went to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,54,5,"Tracking Daniel's movements through the context sentences. In sentence 5, Daniel moved to the kitchen. Then in sentence 10, Daniel went back to the bathroom. Then in sentence 13, Daniel went to the garden. Most recently, in sentence 14, Daniel journeyed to the bedroom. Since the last recorded movement for Daniel places them at the bedroom, this is their current location.",bedroom
1,55,1,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel moved to the kitchen. Since the last recorded movement for Daniel places them at the kitchen, this is their current location.",kitchen
1,55,2,"Tracking Sandra's movements through the context sentences. In sentence 4, Sandra travelled to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,55,3,"Tracking Sandra's movements through the context sentences. In sentence 4, Sandra travelled to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,55,4,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel moved to the kitchen. Then in sentence 5, Daniel went to the office. Then in sentence 8, Daniel journeyed to the garden. Most recently, in sentence 11, Daniel went back to the kitchen. Since the last recorded movement for Daniel places them at the kitchen, this is their current location.",kitchen
1,55,5,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel moved to the kitchen. Then in sentence 5, Daniel went to the office. Then in sentence 8, Daniel journeyed to the garden. Then in sentence 11, Daniel went back to the kitchen. Most recently, in sentence 13, Daniel went back to the bathroom. Since the last recorded movement for Daniel places them at the bathroom, this is their current location.",bathroom
1,56,1,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra moved to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,56,2,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel moved to the kitchen. Since the last recorded movement for Daniel places them at the kitchen, this is their current location.",kitchen
1,56,3,"Tracking Mary's movements through the context sentences. In sentence 4, Mary moved to the garden. Then in sentence 5, Mary journeyed to the kitchen. Most recently, in sentence 7, Mary moved to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,56,4,"Tracking John's movements through the context sentences. In sentence 8, John went to the bedroom. Most recently, in sentence 10, John moved to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,56,5,"Tracking John's movements through the context sentences. In sentence 8, John went to the bedroom. Then in sentence 10, John moved to the office. Most recently, in sentence 14, John travelled to the bathroom. Since the last recorded movement for John places them at the bathroom, this is their current location.",bathroom
1,57,1,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the office. Most recently, in sentence 2, Sandra travelled to the bathroom. Since the last recorded movement for Sandra places them at the bathroom, this is their current location.",bathroom
1,57,2,"Tracking Daniel's movements through the context sentences. In sentence 4, Daniel moved to the bedroom. Most recently, in sentence 5, Daniel went to the garden. Since the last recorded movement for Daniel places them at the garden, this is their current location.",garden
1,57,3,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the office. Then in sentence 2, Sandra travelled to the bathroom. Most recently, in sentence 8, Sandra went to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,57,4,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the office. Then in sentence 2, Sandra travelled to the bathroom. Most recently, in sentence 8, Sandra went to the office. Since the last recorded movement for Sandra places them at the office, this is their current location.",office
1,57,5,"Tracking John's movements through the context sentences. In sentence 14, John journeyed to the garden. Since the last recorded movement for John places them at the garden, this is their current location.",garden
1,58,1,"Tracking John's movements through the context sentences. In sentence 2, John went back to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,58,2,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the bedroom. Most recently, in sentence 4, Sandra moved to the bathroom. Since the last recorded movement for Sandra places them at the bathroom, this is their current location.",bathroom
1,58,3,"Tracking John's movements through the context sentences. In sentence 2, John went back to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,58,4,"Tracking Daniel's movements through the context sentences. In sentence 7, Daniel travelled to the bedroom. Most recently, in sentence 11, Daniel moved to the garden. Since the last recorded movement for Daniel places them at the garden, this is their current location.",garden
1,58,5,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the bedroom. Then in sentence 4, Sandra moved to the bathroom. Then in sentence 8, Sandra moved to the hallway. Most recently, in sentence 13, Sandra journeyed to the bathroom. Since the last recorded movement for Sandra places them at the bathroom, this is their current location.",bathroom
1,59,1,"Tracking Mary's movements through the context sentences. In sentence 2, Mary travelled to the kitchen. Since the last recorded movement for Mary places them at the kitchen, this is their current location.",kitchen
1,59,2,"Tracking John's movements through the context sentences. In sentence 1, John travelled to the kitchen. Since the last recorded movement for John places them at the kitchen, this is their current location.",kitchen
1,59,3,"Tracking John's movements through the context sentences. In sentence 1, John travelled to the kitchen. Most recently, in sentence 8, John travelled to the bedroom. Since the last recorded movement for John places them at the bedroom, this is their current location.",bedroom
1,59,4,"Tracking Mary's movements through the context sentences. In sentence 2, Mary travelled to the kitchen. Then in sentence 4, Mary went back to the bathroom. Then in sentence 7, Mary went to the garden. Most recently, in sentence 11, Mary travelled to the kitchen. Since the last recorded movement for Mary places them at the kitchen, this is their current location.",kitchen
1,59,5,"Tracking John's movements through the context sentences. In sentence 1, John travelled to the kitchen. Then in sentence 8, John travelled to the bedroom. Then in sentence 10, John travelled to the office. Most recently, in sentence 14, John went to the kitchen. Since the last recorded movement for John places them at the kitchen, this is their current location.",kitchen
1,60,1,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra went to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
1,60,2,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel went to the garden. Since the last recorded movement for Daniel places them at the garden, this is their current location.",garden
1,60,3,"Tracking John's movements through the context sentences. In sentence 5, John journeyed to the hallway. Since the last recorded movement for John places them at the hallway, this is their current location.",hallway
1,60,4,"Tracking Mary's movements through the context sentences. In sentence 7, Mary moved to the bathroom. Then in sentence 8, Mary journeyed to the garden. Most recently, in sentence 10, Mary moved to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,60,5,"Tracking Mary's movements through the context sentences. In sentence 7, Mary moved to the bathroom. Then in sentence 8, Mary journeyed to the garden. Then in sentence 10, Mary moved to the hallway. Most recently, in sentence 13, Mary went back to the bathroom. Since the last recorded movement for Mary places them at the bathroom, this is their current location.",bathroom
1,61,1,"Tracking Mary's movements through the context sentences. In sentence 2, Mary journeyed to the bathroom. Since the last recorded movement for Mary places them at the bathroom, this is their current location.",bathroom
1,61,2,"Tracking Mary's movements through the context sentences. In sentence 2, Mary journeyed to the bathroom. Since the last recorded movement for Mary places them at the bathroom, this is their current location.",bathroom
1,61,3,"Tracking Mary's movements through the context sentences. In sentence 2, Mary journeyed to the bathroom. Since the last recorded movement for Mary places them at the bathroom, this is their current location.",bathroom
1,61,4,"Tracking John's movements through the context sentences. In sentence 7, John moved to the garden. Most recently, in sentence 11, John travelled to the office. Since the last recorded movement for John places them at the office, this is their current location.",office
1,61,5,"Tracking Mary's movements through the context sentences. In sentence 2, Mary journeyed to the bathroom. Most recently, in sentence 10, Mary moved to the hallway. Since the last recorded movement for Mary places them at the hallway, this is their current location.",hallway
1,62,1,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel went to the bathroom. Most recently, in sentence 2, Daniel moved to the garden. Since the last recorded movement for Daniel places them at the garden, this is their current location.",garden
1,62,2,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel went to the bathroom. Then in sentence 2, Daniel moved to the garden. Then in sentence 4, Daniel travelled to the bedroom. Most recently, in sentence 5, Daniel journeyed to the bathroom. Since the last recorded movement for Daniel places them at the bathroom, this is their current location.",bathroom
1,62,3,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel went to the bathroom. Then in sentence 2, Daniel moved to the garden. Then in sentence 4, Daniel travelled to the bedroom. Then in sentence 5, Daniel journeyed to the bathroom. Most recently, in sentence 7, Daniel journeyed to the office. Since the last recorded movement for Daniel places them at the office, this is their current location.",office
1,62,4,"Tracking Daniel's movements through the context sentences. In sentence 1, Daniel went to the bathroom. Then in sentence 2, Daniel moved to the garden. Then in sentence 4, Daniel travelled to the bedroom. Then in sentence 5, Daniel journeyed to the bathroom. Most recently, in sentence 7, Daniel journeyed to the office. Since the last recorded movement for Daniel places them at the office, this is their current location.",office
1,62,5,"Tracking John's movements through the context sentences. In sentence 8, John journeyed to the bathroom. Then in sentence 10, John went to the garden. Most recently, in sentence 14, John went back to the kitchen. Since the last recorded movement for John places them at the kitchen, this is their current location.",kitchen
1,63,1,"Tracking Daniel's movements through the context sentences. In sentence 2, Daniel journeyed to the garden. Since the last recorded movement for Daniel places them at the garden, this is their current location.",garden
1,63,2,"Tracking Sandra's movements through the context sentences. In sentence 1, Sandra journeyed to the garden. Since the last recorded movement for Sandra places them at the garden, this is their current location.",garden
