id	task_id	sample_no	task	true_result	model_result	accuracy	soft_accuracy
217	20	1	"13. Antoine grabbed the pajamas there.
Why did antoine get the pajamas?"	tired	he is tired		
218	20	1	"15. Sumit went back to the garden.
Why did sumit go to the garden?"	bored	he is bored		
219	20	1	"17. Sumit took the football there.
Why did sumit get the football?"	bored	he is bored		
220	20	1	"19. Jason went back to the kitchen.
Why did jason go to the kitchen?"	thirsty	he is thirsty		
221	20	1	"21. Jason grabbed the milk there.
Why did jason get the milk?"	thirsty	he is thirsty		
222	20	2	"1. Sumit is tired.
Where will sumit go?"	bedroom	bed		
223	20	2	"3. Antoine is thirsty.
Where will antoine go?"	kitchen	kitchen		
224	20	2	"5. Antoine travelled to the kitchen.
Why did antoine go to the kitchen?"	thirsty	to get a drink		
225	20	2	"7. Antoine got the milk there.
Why did antoine get the milk?"	thirsty	because he was thirsty		
226	20	2	"9. Yann is hungry.
Where will yann go?"	kitchen	kitchen		
227	20	2	"11. Jason is hungry.
Where will jason go?"	kitchen	kitchen		
228	20	2	"13. Yann moved to the kitchen.
Why did yann go to the kitchen?"	hungry	because he is hungry		
229	20	2	"15. Jason went back to the kitchen.
Why did jason go to the kitchen?"	hungry	because he is hungry		
230	20	2	"17. Jason picked up the apple there.
Why did jason get the apple?"	hungry	because he is hungry		
231	20	2	"19. Sumit journeyed to the bedroom.
Why did sumit go to the bedroom?"	tired	to sleep		
232	20	2	"21. Sumit took the pajamas there.
Why did sumit get the pajamas?"	tired	to sleep		
233	20	3	"1. Sumit is hungry.
Where will sumit go?"	kitchen	kitchen		
234	20	3	"3. Sumit journeyed to the kitchen.
Why did sumit go to the kitchen?"	hungry	because he is hungry.		
235	20	3	"5. Sumit got the apple there.
Why did sumit get the apple?"	hungry	because he is hungry.		
236	20	3	"7. Yann is bored.
Where will yann go?"	garden	outdoors		
237	20	3	"9. Yann went back to the garden.
Why did yann go to the garden?"	bored	because he is bored.		
238	20	3	"11. Antoine is hungry.
Where will antoine go?"	kitchen	kitchen		
239	20	3	"13. Jason is tired.
Where will jason go?"	bedroom	bed		
240	20	3	"15. Antoine travelled to the kitchen.
Why did antoine go to the kitchen?"	hungry	because he is hungry.		
241	20	3	"17. Yann got the football there.
Why did yann get the football?"	bored	there is no context about yann getting the football, so		
242	20	3	"19. Jason moved to the bedroom.
Why did jason go to the bedroom?"	tired	because he is tired.		
243	20	3	"21. Jason grabbed the pajamas there.
Why did jason get the pajamas?"	tired	because he is tired.		
244	20	4	"1. Jason is bored.
Where will jason go?"	garden	outside		
245	20	4	"3. Yann is bored.
Where will yann go?"	garden	outside		
246	20	4	"5. Yann travelled to the garden.
Why did yann go to the garden?"	bored	because he was bored		
247	20	4	"7. Antoine is hungry.
Where will antoine go?"	kitchen	kitchen		
248	20	4	"9. Jason travelled to the garden.
Why did jason go to the garden?"	bored	because he was bored		
249	20	4	"11. Yann picked up the football there.
Why did yann get the football?"	bored	there is no context about yann getting the football, so		
250	20	4	"13. Sumit is bored.
Where will sumit go?"	garden	outside		
251	20	4	"15. Sumit went back to the garden.
Why did sumit go to the garden?"	bored	because he was bored		
252	20	4	"17. Antoine moved to the kitchen.
Why did antoine go to the kitchen?"	hungry	because he was hungry		
253	20	4	"19. Antoine took the apple there.
Why did antoine get the apple?"	hungry	there is no context about antoine getting the apple, so		
254	20	5	"1. Yann is tired.
Where will yann go?"	bedroom	bed		
255	20	5	"3. Sumit is bored.
Where will sumit go?"	garden	outside		
256	20	5	"5. Antoine is tired.
Where will antoine go?"	bedroom	bed		
257	20	5	"7. Jason is bored.
Where will jason go?"	garden	outside		
258	20	5	"9. Antoine journeyed to the bedroom.
Why did antoine go to the bedroom?"	tired	tired		
259	20	5	"11. Sumit went back to the garden.
Why did sumit go to the garden?"	bored	bored		
260	20	5	"13. Sumit grabbed the football there.
Why did sumit get the football?"	bored	bored		
261	20	5	"15. Yann went to the bedroom.
Why did yann go to the bedroom?"	tired	tired		
262	20	5	"17. Antoine got the pajamas there.
Why did antoine get the pajamas?"	tired	tired		
263	20	5	"19. Jason moved to the garden.
Why did jason go to the garden?"	bored	bored		
264	1	1	"1. Daniel journeyed to the kitchen.
2. Daniel journeyed to the bedroom.
Where is Daniel?"	bedroom	kitchen	0.8	0.8
265	1	1	"4. Sandra moved to the garden.
5. Sandra went back to the kitchen.
Where is Sandra?"	kitchen	kitchen		
266	1	1	"7. Daniel travelled to the office.
8. Sandra went back to the hallway.
Where is Sandra?"	hallway	hallway		
267	1	1	"10. Daniel journeyed to the hallway.
11. Daniel went to the bathroom.
Where is Sandra?"	hallway	hallway		
268	1	1	"13. John travelled to the garden.
14. Daniel moved to the hallway.
Where is Daniel?"	hallway	hallway		
269	1	2	"1. John went back to the bathroom.
2. Mary travelled to the bathroom.
Where is John?"	bathroom	bathroom		
270	1	2	"4. Mary went to the garden.
5. Sandra moved to the garden.
Where is John?"	bathroom	not mentioned		
271	1	2	"7. John went to the kitchen.
8. Daniel moved to the bathroom.
Where is John?"	kitchen	kitchen		
272	1	2	"10. Daniel went back to the hallway.
11. Mary went to the kitchen.
Where is Mary?"	kitchen	kitchen		
273	1	2	"13. Daniel went to the garden.
14. Daniel travelled to the hallway.
Where is Daniel?"	hallway	hallway		
274	1	3	"1. Mary went back to the bedroom.
2. Mary travelled to the bathroom.
Where is Mary?"	bathroom	bedroom		
275	1	3	"4. John travelled to the office.
5. Mary travelled to the bedroom.
Where is Mary?"	bedroom	bedroom		
276	1	3	"7. John journeyed to the kitchen.
8. John moved to the hallway.
Where is Mary?"	bedroom	we didn't get any information about mary's location in the		
277	1	3	"10. Daniel moved to the hallway.
11. Mary went back to the garden.
Where is Mary?"	garden	garden		
278	1	3	"13. Daniel went back to the office.
14. Daniel travelled to the kitchen.
Where is Daniel?"	kitchen	office		
279	1	4	"1. Daniel moved to the garden.
2. Mary went back to the bathroom.
Where is Daniel?"	garden	garden		
280	1	4	"4. Daniel travelled to the kitchen.
5. Sandra went to the kitchen.
Where is Sandra?"	kitchen	kitchen		
281	1	4	"7. Daniel journeyed to the garden.
8. Mary journeyed to the kitchen.
Where is Mary?"	kitchen	kitchen		
282	1	4	"10. Mary moved to the hallway.
11. John went back to the bedroom.
Where is Mary?"	hallway	hallway		
283	1	4	"13. John moved to the office.
14. John travelled to the bathroom.
Where is Mary?"	hallway	hallway		
284	1	5	"1. John went to the office.
2. Daniel journeyed to the kitchen.
Where is Daniel?"	kitchen	kitchen		
285	1	5	"4. John travelled to the bedroom.
5. John moved to the garden.
Where is Daniel?"	kitchen	kitchen		
286	1	5	"7. Daniel journeyed to the bathroom.
8. John journeyed to the bedroom.
Where is John?"	bedroom	bedroom		
287	1	5	"10. Sandra journeyed to the kitchen.
11. Mary moved to the garden.
Where is John?"	bedroom	bedroom		
288	1	5	"13. Sandra journeyed to the bathroom.
14. Sandra went back to the bedroom.
Where is Sandra?"	bedroom	bedroom		
289	18	1	"1. The box is bigger than the box of chocolates.
2. The box of chocolates is bigger than the chocolate.
3. The suitcase is bigger than the chocolate.
4. The box of chocolates fits inside the container.
5. The box of chocolates is bigger than the chocolate.
Does the box fit in the chocolate?"	no	no	0.6	0.76
290	18	1	Is the chocolate bigger than the box?	no	no		
291	18	1	Is the chocolate bigger than the box?	no	no		
292	18	1	Is the box bigger than the chocolate?	yes	yes		
293	18	1	Is the chocolate bigger than the box?	no	no		
294	18	2	"1. The box fits inside the suitcase.
2. The box fits inside the container.
3. The chest is bigger than the box.
4. The container is bigger than the box of chocolates.
5. The box of chocolates is bigger than the chocolate.
Does the container fit in the chocolate?"	no	no		
295	18	2	Is the container bigger than the chocolate?	yes	no		
296	18	2	Is the container bigger than the chocolate?	yes	no		
297	18	2	Does the chocolate fit in the container?	yes	yes		
298	18	2	Is the chocolate bigger than the container?	no	no		
299	18	3	"1. The box of chocolates is bigger than the chocolate.
2. The chocolate fits inside the container.
3. The container is bigger than the chest.
4. The chest fits inside the suitcase.
5. The container is bigger than the box.
6. The container is bigger than the box of chocolates.
7. The box fits inside the suitcase.
8. The box fits inside the chest.
9. The box of chocolates fits inside the suitcase.
10. The chocolate fits inside the box of chocolates.
Does the container fit in the box?"	no	no.		
300	18	3	Is the container bigger than the chocolate?	yes	yes.		
301	18	3	Does the container fit in the box?	no	no.		
302	18	3	Does the container fit in the box?	no	no.		
303	18	3	Does the chocolate fit in the suitcase?	yes	no.		
304	18	4	"1. The suitcase is bigger than the box of chocolates.
2. The box of chocolates fits inside the suitcase.
3. The chocolate fits inside the chest.
4. The box is bigger than the box of chocolates.
5. The chest is bigger than the chocolate.
6. The box of chocolates fits inside the suitcase.
7. The box is bigger than the box of chocolates.
8. The chest is bigger than the container.
9. The suitcase is bigger than the box.
10. The chocolate fits inside the container.
Does the chest fit in the chocolate?"	no	no		
305	18	4	Is the chest bigger than the chocolate?	yes	no		
306	18	4	Does the box of chocolates fit in the suitcase?	yes	yes		
307	18	4	Is the chocolate bigger than the chest?	no	no		
308	18	4	Is the chest bigger than the chocolate?	yes	no		
309	18	5	"1. The suitcase is bigger than the chocolate.
2. The chest is bigger than the chocolate.
3. The container fits inside the chest.
4. The chocolate fits inside the box.
5. The box fits inside the suitcase.
Is the chocolate bigger than the suitcase?"	no	no		
310	18	5	Does the chocolate fit in the suitcase?	yes	no		
311	18	5	Is the suitcase bigger than the chocolate?	yes	yes		
312	18	5	Is the chocolate bigger than the suitcase?	no	no		
313	18	5	Is the suitcase bigger than the chocolate?	yes	yes		
314	17	1	"1. The triangle is above the pink rectangle.
2. The blue square is to the left of the triangle.
Is the pink rectangle to the right of the blue square?"	yes	no	0.52	0.53
315	17	1	Is the blue square below the pink rectangle?	no	no		
316	17	1	Is the blue square to the right of the pink rectangle?	no	no		
317	17	1	Is the blue square below the pink rectangle?	no	no		
318	17	1	Is the blue square below the pink rectangle?	no	no		
319	17	1	Is the pink rectangle to the left of the blue square?	no	yes		
320	17	1	Is the blue square to the left of the pink rectangle?	yes	yes		
321	17	1	Is the pink rectangle to the right of the blue square?	yes	no		
322	17	2	"1. The triangle is below the red square.
2. The triangle is to the left of the blue square.
Is the red square to the right of the blue square?"	no	no		
323	17	2	Is the blue square below the red square?	yes	no		
324	17	2	Is the red square below the blue square?	no	no		
325	17	2	Is the blue square above the red square?	no	no		
326	17	2	Is the red square to the right of the blue square?	no	yes		
327	17	2	Is the red square to the right of the blue square?	no	yes		
328	17	2	Is the red square to the left of the blue square?	yes	no		
329	17	2	Is the red square below the blue square?	no	no		
330	17	3	"1. The red sphere is to the right of the blue square.
2. The blue square is below the yellow square.
Is the red sphere above the yellow square?"	no	no		
331	17	3	Is the red sphere above the yellow square?	no	no		
332	17	3	Is the yellow square below the red sphere?	no	no		
333	17	3	Is the yellow square to the left of the red sphere?	yes	no		
334	17	3	Is the red sphere to the right of the yellow square?	yes	yes		
335	17	3	Is the red sphere below the yellow square?	yes	no		
336	17	3	Is the red sphere above the yellow square?	no	no		
337	17	3	Is the red sphere below the yellow square?	yes	no		
338	17	4	"1. The triangle is to the right of the yellow square.
2. The pink rectangle is above the triangle.
Is the yellow square to the left of the pink rectangle?"	yes	no		
339	17	4	Is the pink rectangle above the yellow square?	yes	no		
340	17	4	Is the pink rectangle to the right of the yellow square?	yes	no		
341	17	4	Is the yellow square above the pink rectangle?	no	no		
342	17	4	Is the pink rectangle below the yellow square?	no	yes		
343	17	4	Is the pink rectangle to the left of the yellow square?	no	no		
344	17	4	Is the yellow square below the pink rectangle?	yes	yes		
345	17	4	Is the yellow square above the pink rectangle?	no	no		
346	17	5	"1. The red sphere is below the pink rectangle.
2. The red sphere is to the left of the red square.
Is the red square to the left of the pink rectangle?"	no	no		
347	17	5	Is the pink rectangle above the red square?	yes	no		
348	17	5	Is the pink rectangle to the left of the red square?	yes	no		
349	17	5	Is the red square below the pink rectangle?	yes	no		
350	17	5	Is the pink rectangle to the left of the red square?	yes	no		
351	17	5	Is the red square to the right of the pink rectangle?	yes	yes		
352	17	5	Is the pink rectangle above the red square?	yes	no		
353	17	5	Is the red square above the pink rectangle?	no	no		
354	6	1	"1. Sandra moved to the office.
2. John went back to the garden.
Is Sandra in the office?"	yes	office	0.8	0.8
355	6	1	"4. Sandra went to the hallway.
5. Sandra went to the kitchen.
Is Sandra in the bathroom?"	no	no		
356	6	1	"7. Mary went to the office.
8. Sandra got the apple there.
Is Sandra in the kitchen?"	yes	no		
357	6	1	"10. Mary journeyed to the hallway.
11. Mary journeyed to the bedroom.
Is Mary in the bedroom?"	yes	yes		
358	6	1	"13. Mary journeyed to the garden.
14. Mary went to the kitchen.
Is Mary in the kitchen?"	yes	yes		
359	6	2	"1. Sandra grabbed the football there.
2. Sandra went back to the hallway.
Is Sandra in the garden?"	no	no		
360	6	2	"4. Mary journeyed to the kitchen.
5. Mary moved to the office.
Is Mary in the office?"	yes	yes		
361	6	2	"7. John moved to the kitchen.
8. Sandra put down the football there.
Is John in the bathroom?"	no	no		
362	6	2	"10. Mary took the apple there.
11. John travelled to the hallway.
Is John in the garden?"	no	no		
363	6	2	"13. Daniel moved to the hallway.
14. Mary travelled to the kitchen.
Is John in the garden?"	no	no		
364	6	3	"1. Daniel journeyed to the hallway.
2. Mary went back to the kitchen.
Is Mary in the kitchen?"	yes	yes		
365	6	3	"4. John moved to the hallway.
5. John picked up the apple there.
Is Daniel in the kitchen?"	no	no		
366	6	3	"7. Daniel moved to the bathroom.
8. John went to the garden.
Is Mary in the kitchen?"	yes	yes		
367	6	3	"10. Mary moved to the hallway.
11. John dropped the apple.
Is John in the bedroom?"	no	no		
368	6	3	"13. Sandra grabbed the apple there.
14. Sandra left the apple.
Is John in the garden?"	yes	no		
369	6	4	"1. John went to the hallway.
2. Sandra picked up the apple there.
Is John in the hallway?"	yes	yes		
370	6	4	"4. Daniel moved to the garden.
5. Mary journeyed to the bedroom.
Is Mary in the bedroom?"	yes	no		
371	6	4	"7. Mary moved to the bathroom.
8. Sandra left the apple.
Is Daniel in the bedroom?"	no	no		
372	6	4	"10. Mary grabbed the milk there.
11. Daniel moved to the office.
Is Mary in the bedroom?"	no	no		
373	6	4	"13. John took the football there.
14. John moved to the bedroom.
Is John in the bedroom?"	yes	yes		
374	6	5	"1. Mary went back to the hallway.
2. John grabbed the apple there.
Is Mary in the hallway?"	yes	yes		
375	6	5	"4. John put down the apple.
5. John took the apple there.
Is Mary in the hallway?"	yes	no		
376	6	5	"7. John put down the apple there.
8. Mary moved to the kitchen.
Is Mary in the kitchen?"	yes	yes		
377	6	5	"10. Mary travelled to the bathroom.
11. Sandra went back to the garden.
Is Sandra in the garden?"	yes	yes		
378	6	5	"13. Daniel went to the bedroom.
14. Mary took the milk there.
Is Sandra in the bedroom?"	no	no		
379	11	1	"1. Daniel went back to the office.
2. Then he went back to the bathroom.
Where is Daniel?"	bathroom	office	0.2	0.2
380	11	1	"4. Sandra went back to the bedroom.
5. After that she moved to the kitchen.
Where is Daniel?"	bathroom	office		
381	11	1	"7. John journeyed to the bedroom.
8. After that he journeyed to the hallway.
Where is Sandra?"	kitchen	bedroom		
382	11	1	"10. Sandra journeyed to the garden.
11. Following that she went back to the hallway.
Where is John?"	hallway	bedroom		
383	11	1	"13. Mary travelled to the office.
14. After that she went back to the kitchen.
Where is Mary?"	kitchen	office		
384	11	2	"1. Daniel moved to the office.
2. Following that he journeyed to the hallway.
Where is Daniel?"	hallway	office		
385	11	2	"4. John travelled to the office.
5. Then he went back to the kitchen.
Where is John?"	kitchen	office		
386	11	2	"7. Sandra went to the office.
8. Following that she went to the hallway.
Where is Sandra?"	hallway	office		
387	11	2	"10. Daniel travelled to the kitchen.
11. Afterwards he moved to the office.
Where is Sandra?"	hallway	not mentioned		
388	11	2	"13. Sandra journeyed to the office.
14. Afterwards she moved to the hallway.
Where is Daniel?"	office	office		
389	11	3	"1. John moved to the kitchen.
2. Afterwards he journeyed to the hallway.
Where is John?"	hallway	kitchen		
390	11	3	"4. Daniel moved to the hallway.
5. Then he moved to the garden.
Where is John?"	hallway	kitchen		
391	11	3	"7. Sandra journeyed to the hallway.
8. Afterwards she travelled to the bedroom.
Where is Sandra?"	bedroom	hallway		
392	11	3	"10. Mary journeyed to the kitchen.
11. Then she went to the bathroom.
Where is Sandra?"	bedroom	hallway		
393	11	3	"13. Mary travelled to the office.
14. Then she journeyed to the hallway.
Where is Mary?"	hallway	office		
394	11	4	"1. Sandra went to the bathroom.
2. Following that she went back to the kitchen.
Where is Sandra?"	kitchen	kitchen		
395	11	4	"4. Daniel went to the garden.
5. Then he went back to the kitchen.
Where is Sandra?"	kitchen	the question is about sandra, not daniel. the previous context		
396	11	4	"7. John went back to the hallway.
8. Afterwards he journeyed to the kitchen.
Where is Daniel?"	kitchen	we didn't have any information about daniel's location after sentence		
397	11	4	"10. Sandra went to the office.
11. Then she went back to the bathroom.
Where is Daniel?"	kitchen	we still don't have any information about daniel's location		
398	11	4	"13. John went to the office.
14. After that he journeyed to the hallway.
Where is Sandra?"	bathroom	bathroom		
399	11	5	"1. Sandra moved to the office.
2. Afterwards she moved to the bathroom.
Where is Sandra?"	bathroom	office		
400	11	5	"4. Daniel journeyed to the kitchen.
5. Then he went to the bathroom.
Where is Daniel?"	bathroom	kitchen		
401	11	5	"7. Sandra went to the hallway.
8. Afterwards she went back to the office.
Where is Sandra?"	office	office		
402	11	5	"10. Daniel moved to the garden.
11. Following that he moved to the hallway.
Where is Sandra?"	office	office		
403	11	5	"13. John travelled to the bedroom.
14. Following that he moved to the kitchen.
Where is John?"	kitchen	not mentioned		
404	8	1	"1. Daniel journeyed to the bathroom.
2. Daniel went back to the bedroom.
3. Mary journeyed to the bedroom.
4. Mary picked up the milk there.
What is Mary carrying?"	milk	milk	0.76	0.86
405	8	1	"6. Mary dropped the milk.
7. Daniel grabbed the football there.
What is Mary carrying?"	nothing	nothing		
406	8	1	"9. Mary took the milk there.
10. Mary left the milk.
What is Daniel carrying?"	football	football		
407	8	1	"12. Daniel discarded the football.
13. Daniel picked up the football there.
What is Daniel carrying?"	football	football		
408	8	1	"15. Mary grabbed the milk there.
16. Mary left the milk.
What is Daniel carrying?"	football	football		
409	8	2	"1. Daniel went to the kitchen.
2. Daniel journeyed to the hallway.
3. Mary went back to the garden.
4. Daniel picked up the apple there.
What is Daniel carrying?"	apple	apple		
410	8	2	"6. John moved to the bathroom.
7. Sandra went back to the hallway.
What is Daniel carrying?"	apple	apple		
411	8	2	"9. Mary took the football there.
10. Daniel put down the apple.
What is Daniel carrying?"	nothing	nothing		
412	8	2	"12. John moved to the office.
13. Mary left the football.
What is Mary carrying?"	nothing	nothing		
413	8	2	"15. Sandra took the apple there.
16. Mary moved to the bathroom.
What is Daniel carrying?"	nothing	nothing		
414	8	3	"1. Sandra journeyed to the hallway.
2. John moved to the kitchen.
3. Sandra moved to the bathroom.
4. Daniel picked up the football there.
What is Daniel carrying?"	football	football		
415	8	3	"6. Daniel dropped the football there.
7. Mary grabbed the football there.
What is Mary carrying?"	football	football		
416	8	3	"9. Mary travelled to the office.
10. Mary took the apple there.
What is Mary carrying?"	football, apple	apple		
417	8	3	"12. Daniel went back to the bedroom.
13. Mary left the football.
What is Mary carrying?"	apple	apple		
418	8	3	"15. Mary grabbed the football there.
16. Daniel got the milk there.
What is Mary carrying?"	football, apple	football		
419	8	4	"1. Mary took the milk there.
2. Mary went to the office.
What is Mary carrying?"	milk	milk		
420	8	4	"4. Mary took the apple there.
5. Sandra journeyed to the bedroom.
What is Mary carrying?"	milk, apple	apple		
421	8	4	"7. Mary put down the milk.
8. Mary discarded the apple.
What is Mary carrying?"	nothing	nothing		
422	8	4	"10. Sandra picked up the football there.
11. Sandra journeyed to the office.
What is Mary carrying?"	nothing	nothing		
423	8	4	"13. Sandra took the apple there.
14. Daniel got the milk there.
What is Sandra carrying?"	football, apple	apple		
424	8	5	"1. Sandra travelled to the garden.
2. Sandra went back to the hallway.
3. Sandra travelled to the bathroom.
4. Daniel moved to the garden.
5. Mary went back to the office.
6. Mary moved to the garden.
7. Mary went back to the bedroom.
8. Mary travelled to the office.
9. Sandra went back to the hallway.
10. Sandra went back to the bathroom.
11. Mary went to the kitchen.
12. Mary went to the office.
13. Daniel went to the kitchen.
14. Sandra moved to the office.
15. Mary moved to the kitchen.
16. Daniel travelled to the hallway.
17. Daniel took the football there.
18. Daniel picked up the milk there.
What is Daniel carrying?"	football, milk	milk		
425	8	5	"20. John went to the kitchen.
21. Daniel discarded the milk.
What is Daniel carrying?"	football	nothing		
426	8	5	"23. Mary journeyed to the hallway.
24. Daniel left the football there.
What is Daniel carrying?"	nothing	nothing		
427	8	5	"26. Daniel picked up the milk there.
27. Daniel moved to the bedroom.
What is Daniel carrying?"	milk	milk		
428	8	5	"29. Daniel dropped the milk.
30. John journeyed to the bedroom.
What is Daniel carrying?"	nothing	nothing		
429	3	1	"1. Mary moved to the bathroom.
2. Sandra journeyed to the bedroom.
3. Mary got the football there.
4. John went back to the bedroom.
5. Mary journeyed to the office.
6. John journeyed to the office.
7. John took the milk.
8. Daniel went back to the kitchen.
9. John moved to the bedroom.
10. Daniel went back to the hallway.
11. Daniel took the apple.
12. John left the milk there.
13. John travelled to the kitchen.
14. Sandra went back to the bathroom.
15. Daniel journeyed to the bathroom.
16. John journeyed to the bathroom.
17. Mary journeyed to the bathroom.
18. Sandra went back to the garden.
19. Sandra went to the office.
20. Daniel went to the garden.
21. Sandra went back to the hallway.
22. Daniel journeyed to the office.
23. Mary dropped the football.
24. John moved to the bedroom.
Where was the football before the bathroom?"	office	there was no mention of the football being in the bathroom.	0.0	0.12
430	3	1	"26. John travelled to the office.
27. John travelled to the bedroom.
Where was the football before the bathroom?"	office	the correct answer is: there		
431	3	1	"29. Daniel left the apple.
30. Sandra travelled to the kitchen.
Where was the apple before the garden?"	bathroom	the correct answer is: there		
432	3	1	"32. Sandra went to the bedroom.
33. Daniel moved to the bedroom.
Where was the apple before the garden?"	bathroom	the correct answer: there		
433	3	1	"35. John went to the hallway.
36. Mary got the football.
37. John went back to the bedroom.
38. Sandra took the milk.
39. Daniel travelled to the office.
40. Sandra left the milk there.
41. Daniel travelled to the hallway.
42. Sandra picked up the milk.
43. Mary left the football.
44. Sandra travelled to the hallway.
45. John journeyed to the hallway.
46. Sandra went to the kitchen.
Where was the milk before the kitchen?"	hallway	the correct answer: there		
434	3	2	"1. Sandra moved to the hallway.
2. Sandra went back to the garden.
3. Daniel journeyed to the kitchen.
4. Daniel took the football.
5. Daniel put down the football there.
6. Mary went back to the hallway.
7. Sandra picked up the apple.
8. Sandra left the apple.
9. Daniel went to the garden.
10. Sandra picked up the apple.
11. John went back to the hallway.
12. Sandra dropped the apple.
13. Sandra got the apple there.
14. Sandra dropped the apple.
15. Daniel went back to the kitchen.
16. Sandra went back to the bathroom.
17. John went to the garden.
18. Daniel travelled to the garden.
19. John got the apple there.
20. John discarded the apple.
21. Daniel moved to the kitchen.
22. Daniel picked up the football.
23. Sandra went back to the hallway.
24. Daniel moved to the garden.
25. Daniel discarded the football.
26. Daniel got the football there.
27. Mary went back to the kitchen.
28. Daniel went back to the bathroom.
29. Daniel put down the football.
30. Sandra travelled to the garden.
31. Mary moved to the garden.
32. Daniel took the football.
33. Sandra went to the bathroom.
34. Sandra went back to the hallway.
35. John picked up the apple there.
36. John discarded the apple.
37. Mary picked up the apple.
38. Mary dropped the apple.
39. Mary took the apple.
40. Daniel journeyed to the garden.
41. Sandra went to the garden.
42. Mary travelled to the hallway.
43. Mary went to the kitchen.
44. Daniel left the football.
45. Mary put down the apple.
46. Sandra grabbed the football.
Where was the apple before the kitchen?"	hallway	garden		
435	3	2	"48. John went to the kitchen.
49. Sandra left the football there.
Where was the apple before the kitchen?"	hallway	garden		
436	3	2	"51. Daniel picked up the football.
52. John picked up the apple.
53. John put down the apple.
54. Mary grabbed the apple.
55. Mary dropped the apple.
56. Mary moved to the office.
57. Daniel discarded the football.
58. John journeyed to the garden.
59. Daniel got the football.
60. Daniel travelled to the kitchen.
61. Daniel picked up the apple.
62. Daniel dropped the apple.
63. Mary moved to the kitchen.
64. Daniel grabbed the apple there.
65. Sandra went back to the bedroom.
66. Daniel went to the hallway.
67. John moved to the hallway.
68. Daniel discarded the apple there.
69. Daniel picked up the apple.
70. Daniel moved to the office.
71. Daniel went back to the bedroom.
72. Daniel dropped the football.
Where was the apple before the bedroom?"	office	kitchen		
437	3	2	"74. Mary moved to the office.
75. Mary went to the garden.
Where was the football before the office?"	hallway	kitchen		
438	3	2	"77. Daniel grabbed the football.
78. Daniel left the apple.
Where was the apple before the bedroom?"	office	kitchen		
439	3	3	"1. John travelled to the kitchen.
2. Sandra went to the garden.
3. John went back to the office.
4. Sandra went to the bathroom.
5. Mary moved to the bedroom.
6. Mary grabbed the football.
7. Sandra moved to the office.
8. Daniel went to the office.
9. Sandra moved to the garden.
10. Mary discarded the football.
11. Mary grabbed the football there.
12. Sandra picked up the apple there.
13. Mary left the football.
14. Sandra dropped the apple.
15. Sandra moved to the office.
16. John went to the kitchen.
17. John travelled to the bedroom.
18. Mary picked up the football.
19. Mary travelled to the hallway.
20. Mary picked up the milk.
21. Mary discarded the football.
22. Sandra went to the bedroom.
23. Daniel went back to the bathroom.
24. John travelled to the office.
25. Daniel went back to the bedroom.
26. Daniel went back to the office.
27. John went back to the garden.
28. John travelled to the hallway.
29. Mary went back to the kitchen.
30. Daniel went back to the kitchen.
31. Sandra moved to the garden.
32. Mary went to the office.
33. Mary moved to the bathroom.
34. Sandra went back to the kitchen.
35. Mary dropped the milk.
36. Mary grabbed the milk.
37. Mary dropped the milk.
38. Sandra travelled to the bathroom.
39. Sandra got the milk.
40. Daniel went back to the office.
41. Sandra moved to the hallway.
42. Mary travelled to the garden.
43. John went back to the garden.
44. Mary travelled to the bathroom.
45. Mary went to the bedroom.
46. John went back to the bathroom.
47. Daniel journeyed to the garden.
48. John journeyed to the garden.
49. Mary journeyed to the office.
50. Sandra put down the milk there.
51. Sandra journeyed to the kitchen.
52. Mary went back to the kitchen.
53. John moved to the kitchen.
54. Mary moved to the garden.
55. Mary grabbed the apple.
56. Mary put down the apple.
57. Daniel went back to the bathroom.
58. Sandra moved to the garden.
59. Mary grabbed the apple.
60. Sandra went to the hallway.
61. Daniel went to the kitchen.
62. John journeyed to the office.
63. John moved to the hallway.
64. Mary dropped the apple there.
65. Mary got the apple.
66. Mary put down the apple.
67. John went to the bathroom.
68. Sandra took the football.
69. Sandra journeyed to the office.
70. Daniel travelled to the bedroom.
71. Mary journeyed to the hallway.
72. Mary picked up the milk.
73. Mary put down the milk.
74. Mary went back to the bathroom.
75. Sandra left the football.
76. Sandra grabbed the football there.
77. John travelled to the bedroom.
78. Mary went back to the kitchen.
79. Sandra journeyed to the hallway.
80. Sandra moved to the garden.
Where was the football before the garden?"	hallway	the football was in the office.		
440	3	3	"82. Sandra put down the football there.
83. Mary travelled to the garden.
Where was the football before the garden?"	hallway	the football was in the hallway.		
441	3	3	"85. Sandra picked up the apple there.
86. Sandra went back to the bathroom.
Where was the football before the garden?"	hallway	the football was in the hallway.		
