id,task_id,sample_no,task,true_result,model_result,accuracy,soft_accuracy
190,14,0,"13. This afternoon Mary moved to the cinema.
14. This afternoon Bill travelled to the kitchen.
15. Where was Bill before the kitchen?",park,not mentioned,-0.0,-0.0
191,14,1,"1. Mary travelled to the cinema yesterday.
2. Yesterday Julie travelled to the cinema.
3. This morning Julie travelled to the bedroom.
4. Yesterday Bill moved to the park.
5. Where was Julie before the bedroom?",cinema,yesterday,-0.0,-0.0
192,14,1,"6. Mary moved to the school this morning.
7. Julie moved to the kitchen this afternoon.
8. Where was Julie before the kitchen?",bedroom,bedroom,-0.0,-0.0
193,14,1,"9. Julie went back to the park this evening.
10. This morning Bill went back to the office.
11. Where was Mary before the school?",cinema,cinema,-0.0,-0.0
194,14,1,"12. Yesterday Fred journeyed to the cinema.
13. Mary journeyed to the office this afternoon.
14. Where was Bill before the office?",park,park,-0.0,-0.0
195,14,1,"15. Fred went back to the park this morning.
16. Mary went back to the school this evening.
17. Where was Julie before the park?",kitchen,bedroom,-0.0,-0.0
196,14,2,"1. Fred moved to the park yesterday.
2. This morning Julie journeyed to the bedroom.
3. Julie went back to the park this afternoon.
4. Julie moved to the park yesterday.
5. Where was Julie before the park?",bedroom,bedroom,-0.0,-0.0
197,14,2,"6. Bill journeyed to the park this morning.
7. Bill went to the bedroom yesterday.
8. Where was Bill before the park?",bedroom,bedroom,-0.0,-0.0
198,14,2,"9. Mary journeyed to the school yesterday.
10. Julie journeyed to the school this evening.
11. Where was Julie before the park?",bedroom,note: the question asks about julie's location before the park,-0.0,-0.0
199,14,2,"12. Bill went to the bedroom this afternoon.
13. This morning Fred moved to the kitchen.
14. Where was Bill before the bedroom?",park,bedroom,-0.0,-0.0
200,14,2,"15. This morning Mary travelled to the kitchen.
16. Fred moved to the bedroom this afternoon.
17. Where was Fred before the bedroom?",kitchen,kitchen,-0.0,-0.0
201,14,3,"1. Yesterday Mary journeyed to the kitchen.
2. This morning Fred went back to the cinema.
3. Yesterday Julie journeyed to the cinema.
4. Fred journeyed to the bedroom yesterday.
5. Where was Fred before the cinema?",bedroom,back,-0.0,-0.0
202,14,3,"6. Julie went back to the bedroom this morning.
7. Fred journeyed to the school this afternoon.
8. Where was Julie before the bedroom?",cinema,cinema,-0.0,-0.0
203,14,3,"9. Mary travelled to the bedroom this morning.
10. This afternoon Julie went back to the park.
11. Where was Fred before the school?",cinema,cinema,-0.0,-0.0
204,14,3,"12. Mary went back to the kitchen this afternoon.
13. This evening Julie moved to the kitchen.
14. Where was Mary before the kitchen?",bedroom,bedroom,-0.0,-0.0
205,14,3,"15. Yesterday Bill went to the cinema.
16. Mary went back to the cinema this evening.
17. Where was Julie before the kitchen?",park,bedroom,-0.0,-0.0
206,14,4,"1. Yesterday Julie went to the bedroom.
2. Yesterday Bill travelled to the kitchen.
3. This morning Julie went back to the kitchen.
4. Yesterday Mary went to the park.
5. Fred went back to the bedroom yesterday.
6. Fred went to the cinema this morning.
7. Where was Fred before the cinema?",bedroom,bedroom,-0.0,-0.0
207,14,4,"8. Fred went to the office this evening.
9. Fred travelled to the bedroom this afternoon.
10. Where was Fred before the bedroom?",cinema,office,-0.0,-0.0
208,14,4,"11. This afternoon Julie moved to the bedroom.
12. Mary journeyed to the school this morning.
13. Where was Fred before the bedroom?",cinema,office,-0.0,-0.0
209,14,4,"14. This evening Mary journeyed to the bedroom.
15. This afternoon Mary went to the kitchen.
16. Where was Mary before the bedroom?",kitchen,kitchen,-0.0,-0.0
210,14,4,"17. Bill moved to the bedroom this afternoon.
18. Bill moved to the cinema this morning.
19. Where was Bill before the cinema?",kitchen,bedroom,-0.0,-0.0
211,20,0,"1. Antoine is tired.
2. Where will antoine go?",bedroom,bed,0.24,0.67
212,20,0,"3. Yann is tired.
4. Where will yann go?",bedroom,bed,-0.0,-0.0
213,20,0,"5. Antoine went to the bedroom.
6. Why did antoine go to the bedroom?",tired,he is tired,-0.0,-0.0
214,20,0,"7. Sumit is bored.
8. Where will sumit go?",garden,outdoors,-0.0,-0.0
215,20,0,"9. Jason is thirsty.
10. Where will jason go?",kitchen,kitchen,-0.0,-0.0
216,20,0,"11. Yann moved to the bedroom.
12. Why did yann go to the bedroom?",tired,he is tired,-0.0,-0.0
217,20,0,"13. Antoine grabbed the pajamas there.
14. Why did antoine get the pajamas?",tired,he is tired,-0.0,-0.0
218,20,0,"15. Sumit went back to the garden.
16. Why did sumit go to the garden?",bored,he is bored,-0.0,-0.0
219,20,0,"17. Sumit took the football there.
18. Why did sumit get the football?",bored,he is bored,-0.0,-0.0
220,20,0,"19. Jason went back to the kitchen.
20. Why did jason go to the kitchen?",thirsty,he is thirsty,-0.0,-0.0
221,20,0,"21. Jason grabbed the milk there.
22. Why did jason get the milk?",thirsty,he is thirsty,-0.0,-0.0
222,20,1,"1. Sumit is tired.
2. Where will sumit go?",bedroom,bed,-0.0,-0.0
223,20,1,"3. Antoine is thirsty.
4. Where will antoine go?",kitchen,kitchen,-0.0,-0.0
224,20,1,"5. Antoine travelled to the kitchen.
6. Why did antoine go to the kitchen?",thirsty,thirsty,-0.0,-0.0
225,20,1,"7. Antoine got the milk there.
8. Why did antoine get the milk?",thirsty,thirsty,-0.0,-0.0
226,20,1,"9. Yann is hungry.
10. Where will yann go?",kitchen,kitchen,-0.0,-0.0
227,20,1,"11. Jason is hungry.
12. Where will jason go?",kitchen,kitchen,-0.0,-0.0
228,20,1,"13. Yann moved to the kitchen.
14. Why did yann go to the kitchen?",hungry,hungry,-0.0,-0.0
229,20,1,"15. Jason went back to the kitchen.
16. Why did jason go to the kitchen?",hungry,hungry,-0.0,-0.0
230,20,1,"17. Jason picked up the apple there.
18. Why did jason get the apple?",hungry,hungry,-0.0,-0.0
231,20,1,"19. Sumit journeyed to the bedroom.
20. Why did sumit go to the bedroom?",tired,tired,-0.0,-0.0
232,20,1,"21. Sumit took the pajamas there.
22. Why did sumit get the pajamas?",tired,tired,-0.0,-0.0
233,20,2,"1. Sumit is hungry.
2. Where will sumit go?",kitchen,canteen,-0.0,-0.0
234,20,2,"3. Sumit journeyed to the kitchen.
4. Why did sumit go to the kitchen?",hungry,because he is hungry.,-0.0,-0.0
235,20,2,"5. Sumit got the apple there.
6. Why did sumit get the apple?",hungry,because he is hungry.,-0.0,-0.0
236,20,2,"7. Yann is bored.
8. Where will yann go?",garden,park,-0.0,-0.0
237,20,2,"9. Yann went back to the garden.
10. Why did yann go to the garden?",bored,because he is bored.,-0.0,-0.0
238,20,2,"11. Antoine is hungry.
12. Where will antoine go?",kitchen,kitchen,-0.0,-0.0
239,20,2,"13. Jason is tired.
14. Where will jason go?",bedroom,bed,-0.0,-0.0
240,20,2,"15. Antoine travelled to the kitchen.
16. Why did antoine go to the kitchen?",hungry,because he is hungry.,-0.0,-0.0
241,20,2,"17. Yann got the football there.
18. Why did yann get the football?",bored,"there is no context about yann getting the football earlier,",-0.0,-0.0
242,20,2,"19. Jason moved to the bedroom.
20. Why did jason go to the bedroom?",tired,because he is tired.,-0.0,-0.0
243,20,2,"21. Jason grabbed the pajamas there.
22. Why did jason get the pajamas?",tired,because he is tired.,-0.0,-0.0
244,20,3,"1. Jason is bored.
2. Where will jason go?",garden,park,-0.0,-0.0
245,20,3,"3. Yann is bored.
4. Where will yann go?",garden,park,-0.0,-0.0
246,20,3,"5. Yann travelled to the garden.
6. Why did yann go to the garden?",bored,because he was bored,-0.0,-0.0
247,20,3,"7. Antoine is hungry.
8. Where will antoine go?",kitchen,kitchen,-0.0,-0.0
248,20,3,"9. Jason travelled to the garden.
10. Why did jason go to the garden?",bored,because he was bored,-0.0,-0.0
249,20,3,"11. Yann picked up the football there.
12. Why did yann get the football?",bored,"there is no context about yann getting the football, so",-0.0,-0.0
250,20,3,"13. Sumit is bored.
14. Where will sumit go?",garden,park,-0.0,-0.0
251,20,3,"15. Sumit went back to the garden.
16. Why did sumit go to the garden?",bored,because he was bored,-0.0,-0.0
252,20,3,"17. Antoine moved to the kitchen.
18. Why did antoine go to the kitchen?",hungry,because he is hungry,-0.0,-0.0
253,20,3,"19. Antoine took the apple there.
20. Why did antoine get the apple?",hungry,because he is hungry,-0.0,-0.0
254,20,4,"1. Yann is tired.
2. Where will yann go?",bedroom,bed,-0.0,-0.0
255,20,4,"3. Sumit is bored.
4. Where will sumit go?",garden,park,-0.0,-0.0
256,20,4,"5. Antoine is tired.
6. Where will antoine go?",bedroom,home,-0.0,-0.0
257,20,4,"7. Jason is bored.
8. Where will jason go?",garden,library,-0.0,-0.0
258,20,4,"9. Antoine journeyed to the bedroom.
10. Why did antoine go to the bedroom?",tired,to sleep,-0.0,-0.0
259,20,4,"11. Sumit went back to the garden.
12. Why did sumit go to the garden?",bored,because he was bored,-0.0,-0.0
260,20,4,"13. Sumit grabbed the football there.
14. Why did sumit get the football?",bored,because he was bored,-0.0,-0.0
261,20,4,"15. Yann went to the bedroom.
16. Why did yann go to the bedroom?",tired,because he was tired,-0.0,-0.0
262,20,4,"17. Antoine got the pajamas there.
18. Why did antoine get the pajamas?",tired,because he was tired,-0.0,-0.0
263,20,4,"19. Jason moved to the garden.
20. Why did jason go to the garden?",bored,because he was bored,-0.0,-0.0
264,1,0,"1. Daniel journeyed to the kitchen.
2. Daniel journeyed to the bedroom.
3. Where is Daniel?",bedroom,bedroom,0.84,0.84
265,1,0,"4. Sandra moved to the garden.
5. Sandra went back to the kitchen.
6. Where is Sandra?",kitchen,garden,-0.0,-0.0
266,1,0,"7. Daniel travelled to the office.
8. Sandra went back to the hallway.
9. Where is Sandra?",hallway,hallway,-0.0,-0.0
267,1,0,"10. Daniel journeyed to the hallway.
11. Daniel went to the bathroom.
12. Where is Sandra?",hallway,hallway,-0.0,-0.0
268,1,0,"13. John travelled to the garden.
14. Daniel moved to the hallway.
15. Where is Daniel?",hallway,hallway,-0.0,-0.0
269,1,1,"1. John went back to the bathroom.
2. Mary travelled to the bathroom.
3. Where is John?",bathroom,bathroom,-0.0,-0.0
270,1,1,"4. Mary went to the garden.
5. Sandra moved to the garden.
6. Where is John?",bathroom,not mentioned,-0.0,-0.0
271,1,1,"7. John went to the kitchen.
8. Daniel moved to the bathroom.
9. Where is John?",kitchen,kitchen,-0.0,-0.0
272,1,1,"10. Daniel went back to the hallway.
11. Mary went to the kitchen.
12. Where is Mary?",kitchen,kitchen,-0.0,-0.0
273,1,1,"13. Daniel went to the garden.
14. Daniel travelled to the hallway.
15. Where is Daniel?",hallway,hallway,-0.0,-0.0
274,1,2,"1. Mary went back to the bedroom.
2. Mary travelled to the bathroom.
3. Where is Mary?",bathroom,bedroom,-0.0,-0.0
275,1,2,"4. John travelled to the office.
5. Mary travelled to the bedroom.
6. Where is Mary?",bedroom,bedroom,-0.0,-0.0
276,1,2,"7. John journeyed to the kitchen.
8. John moved to the hallway.
9. Where is Mary?",bedroom,bedroom,-0.0,-0.0
277,1,2,"10. Daniel moved to the hallway.
11. Mary went back to the garden.
12. Where is Mary?",garden,garden,-0.0,-0.0
278,1,2,"13. Daniel went back to the office.
14. Daniel travelled to the kitchen.
15. Where is Daniel?",kitchen,office,-0.0,-0.0
279,1,3,"1. Daniel moved to the garden.
2. Mary went back to the bathroom.
3. Where is Daniel?",garden,garden,-0.0,-0.0
280,1,3,"4. Daniel travelled to the kitchen.
5. Sandra went to the kitchen.
6. Where is Sandra?",kitchen,kitchen,-0.0,-0.0
281,1,3,"7. Daniel journeyed to the garden.
8. Mary journeyed to the kitchen.
9. Where is Mary?",kitchen,kitchen,-0.0,-0.0
282,1,3,"10. Mary moved to the hallway.
11. John went back to the bedroom.
12. Where is Mary?",hallway,hallway,-0.0,-0.0
283,1,3,"13. John moved to the office.
14. John travelled to the bathroom.
15. Where is Mary?",hallway,hallway,-0.0,-0.0
284,1,4,"1. John went to the office.
2. Daniel journeyed to the kitchen.
3. Where is Daniel?",kitchen,kitchen,-0.0,-0.0
285,1,4,"4. John travelled to the bedroom.
5. John moved to the garden.
6. Where is Daniel?",kitchen,kitchen,-0.0,-0.0
286,1,4,"7. Daniel journeyed to the bathroom.
8. John journeyed to the bedroom.
9. Where is John?",bedroom,bedroom,-0.0,-0.0
287,1,4,"10. Sandra journeyed to the kitchen.
11. Mary moved to the garden.
12. Where is John?",bedroom,bedroom,-0.0,-0.0
288,1,4,"13. Sandra journeyed to the bathroom.
14. Sandra went back to the bedroom.
15. Where is Sandra?",bedroom,bedroom,-0.0,-0.0
289,18,0,"1. The box is bigger than the box of chocolates.
2. The box of chocolates is bigger than the chocolate.
3. The suitcase is bigger than the chocolate.
4. The box of chocolates fits inside the container.
5. The box of chocolates is bigger than the chocolate.
6. Does the box fit in the chocolate?",no,"1. no
2. yes
3. yes
",0.36,0.72
290,18,0,7. Is the chocolate bigger than the box?,no,no,-0.0,-0.0
291,18,0,8. Is the chocolate bigger than the box?,no,no,-0.0,-0.0
292,18,0,9. Is the box bigger than the chocolate?,yes,yes,-0.0,-0.0
293,18,0,10. Is the chocolate bigger than the box?,no,no,-0.0,-0.0
294,18,1,"1. The box fits inside the suitcase.
2. The box fits inside the container.
3. The chest is bigger than the box.
4. The container is bigger than the box of chocolates.
5. The box of chocolates is bigger than the chocolate.
6. Does the container fit in the chocolate?",no,the correct answer is: no,-0.0,-0.0
295,18,1,7. Is the container bigger than the chocolate?,yes,the correct answer is: no,-0.0,-0.0
296,18,1,8. Is the container bigger than the chocolate?,yes,the correct answer is: no,-0.0,-0.0
297,18,1,9. Does the chocolate fit in the container?,yes,the correct answer is: yes,-0.0,-0.0
298,18,1,10. Is the chocolate bigger than the container?,no,the correct answer is: no,-0.0,-0.0
299,18,2,"1. The box of chocolates is bigger than the chocolate.
2. The chocolate fits inside the container.
3. The container is bigger than the chest.
4. The chest fits inside the suitcase.
5. The container is bigger than the box.
6. The container is bigger than the box of chocolates.
7. The box fits inside the suitcase.
8. The box fits inside the chest.
9. The box of chocolates fits inside the suitcase.
10. The chocolate fits inside the box of chocolates.
11. Does the container fit in the box?",no,11. no,-0.0,-0.0
300,18,2,12. Is the container bigger than the chocolate?,yes,yes,-0.0,-0.0
301,18,2,13. Does the container fit in the box?,no,yes,-0.0,-0.0
302,18,2,14. Does the container fit in the box?,no,yes,-0.0,-0.0
303,18,2,15. Does the chocolate fit in the suitcase?,yes,no,-0.0,-0.0
304,18,3,"1. The suitcase is bigger than the box of chocolates.
2. The box of chocolates fits inside the suitcase.
3. The chocolate fits inside the chest.
4. The box is bigger than the box of chocolates.
5. The chest is bigger than the chocolate.
6. The box of chocolates fits inside the suitcase.
7. The box is bigger than the box of chocolates.
8. The chest is bigger than the container.
9. The suitcase is bigger than the box.
10. The chocolate fits inside the container.
11. Does the chest fit in the chocolate?",no,11. no,-0.0,-0.0
305,18,3,12. Is the chest bigger than the chocolate?,yes,5. no,-0.0,-0.0
306,18,3,13. Does the box of chocolates fit in the suitcase?,yes,2. yes,-0.0,-0.0
307,18,3,14. Is the chocolate bigger than the chest?,no,3. no,-0.0,-0.0
308,18,3,15. Is the chest bigger than the chocolate?,yes,5. yes,-0.0,-0.0
309,18,4,"1. The suitcase is bigger than the chocolate.
2. The chest is bigger than the chocolate.
3. The container fits inside the chest.
4. The chocolate fits inside the box.
5. The box fits inside the suitcase.
6. Is the chocolate bigger than the suitcase?",no,no,-0.0,-0.0
310,18,4,7. Does the chocolate fit in the suitcase?,yes,no,-0.0,-0.0
311,18,4,8. Is the suitcase bigger than the chocolate?,yes,yes,-0.0,-0.0
312,18,4,9. Is the chocolate bigger than the suitcase?,no,no,-0.0,-0.0
313,18,4,10. Is the suitcase bigger than the chocolate?,yes,yes,-0.0,-0.0
314,17,0,"1. The triangle is above the pink rectangle.
2. The blue square is to the left of the triangle.
3. Is the pink rectangle to the right of the blue square?",yes,no,0.55,0.55
315,17,0,4. Is the blue square below the pink rectangle?,no,no,-0.0,-0.0
316,17,0,5. Is the blue square to the right of the pink rectangle?,no,no,-0.0,-0.0
317,17,0,6. Is the blue square below the pink rectangle?,no,no,-0.0,-0.0
318,17,0,7. Is the blue square below the pink rectangle?,no,no,-0.0,-0.0
319,17,0,8. Is the pink rectangle to the left of the blue square?,no,yes,-0.0,-0.0
320,17,0,9. Is the blue square to the left of the pink rectangle?,yes,yes,-0.0,-0.0
321,17,0,10. Is the pink rectangle to the right of the blue square?,yes,no,-0.0,-0.0
322,17,1,"1. The triangle is below the red square.
2. The triangle is to the left of the blue square.
3. Is the red square to the right of the blue square?",no,no,-0.0,-0.0
323,17,1,4. Is the blue square below the red square?,yes,no,-0.0,-0.0
324,17,1,5. Is the red square below the blue square?,no,no,-0.0,-0.0
325,17,1,6. Is the blue square above the red square?,no,no,-0.0,-0.0
326,17,1,7. Is the red square to the right of the blue square?,no,yes,-0.0,-0.0
327,17,1,8. Is the red square to the right of the blue square?,no,yes,-0.0,-0.0
328,17,1,9. Is the red square to the left of the blue square?,yes,no,-0.0,-0.0
329,17,1,10. Is the red square below the blue square?,no,no,-0.0,-0.0
330,17,2,"1. The red sphere is to the right of the blue square.
2. The blue square is below the yellow square.
3. Is the red sphere above the yellow square?",no,no,-0.0,-0.0
331,17,2,4. Is the red sphere above the yellow square?,no,no,-0.0,-0.0
332,17,2,5. Is the yellow square below the red sphere?,no,no,-0.0,-0.0
333,17,2,6. Is the yellow square to the left of the red sphere?,yes,no,-0.0,-0.0
334,17,2,7. Is the red sphere to the right of the yellow square?,yes,yes,-0.0,-0.0
335,17,2,8. Is the red sphere below the yellow square?,yes,no,-0.0,-0.0
336,17,2,9. Is the red sphere above the yellow square?,no,no,-0.0,-0.0
337,17,2,10. Is the red sphere below the yellow square?,yes,no,-0.0,-0.0
338,17,3,"1. The triangle is to the right of the yellow square.
2. The pink rectangle is above the triangle.
3. Is the yellow square to the left of the pink rectangle?",yes,no,-0.0,-0.0
339,17,3,4. Is the pink rectangle above the yellow square?,yes,yes,-0.0,-0.0
340,17,3,5. Is the pink rectangle to the right of the yellow square?,yes,no,-0.0,-0.0
341,17,3,6. Is the yellow square above the pink rectangle?,no,no,-0.0,-0.0
342,17,3,7. Is the pink rectangle below the yellow square?,no,no,-0.0,-0.0
343,17,3,8. Is the pink rectangle to the left of the yellow square?,no,no,-0.0,-0.0
344,17,3,9. Is the yellow square below the pink rectangle?,yes,no,-0.0,-0.0
345,17,3,10. Is the yellow square above the pink rectangle?,no,no,-0.0,-0.0
346,17,4,"1. The red sphere is below the pink rectangle.
2. The red sphere is to the left of the red square.
3. Is the red square to the left of the pink rectangle?",no,no,-0.0,-0.0
347,17,4,4. Is the pink rectangle above the red square?,yes,no,-0.0,-0.0
348,17,4,5. Is the pink rectangle to the left of the red square?,yes,no,-0.0,-0.0
349,17,4,6. Is the red square below the pink rectangle?,yes,no,-0.0,-0.0
350,17,4,7. Is the pink rectangle to the left of the red square?,yes,no,-0.0,-0.0
351,17,4,8. Is the red square to the right of the pink rectangle?,yes,yes,-0.0,-0.0
352,17,4,9. Is the pink rectangle above the red square?,yes,no,-0.0,-0.0
353,17,4,10. Is the red square above the pink rectangle?,no,no,-0.0,-0.0
354,6,0,"1. Sandra moved to the office.
2. John went back to the garden.
3. Is Sandra in the office?",yes,office,0.6,0.6
355,6,0,"4. Sandra went to the hallway.
5. Sandra went to the kitchen.
6. Is Sandra in the bathroom?",no,no,-0.0,-0.0
356,6,0,"7. Mary went to the office.
8. Sandra got the apple there.
9. Is Sandra in the kitchen?",yes,no,-0.0,-0.0
357,6,0,"10. Mary journeyed to the hallway.
11. Mary journeyed to the bedroom.
12. Is Mary in the bedroom?",yes,yes,-0.0,-0.0
358,6,0,"13. Mary journeyed to the garden.
14. Mary went to the kitchen.
15. Is Mary in the kitchen?",yes,yes,-0.0,-0.0
359,6,1,"1. Sandra grabbed the football there.
2. Sandra went back to the hallway.
3. Is Sandra in the garden?",no,no,-0.0,-0.0
360,6,1,"4. Mary journeyed to the kitchen.
5. Mary moved to the office.
6. Is Mary in the office?",yes,yes,-0.0,-0.0
361,6,1,"7. John moved to the kitchen.
8. Sandra put down the football there.
9. Is John in the bathroom?",no,no,-0.0,-0.0
362,6,1,"10. Mary took the apple there.
11. John travelled to the hallway.
12. Is John in the garden?",no,no,-0.0,-0.0
363,6,1,"13. Daniel moved to the hallway.
14. Mary travelled to the kitchen.
15. Is John in the garden?",no,no,-0.0,-0.0
364,6,2,"1. Daniel journeyed to the hallway.
2. Mary went back to the kitchen.
3. Is Mary in the kitchen?",yes,yes,-0.0,-0.0
365,6,2,"4. John moved to the hallway.
5. John picked up the apple there.
6. Is Daniel in the kitchen?",no,no,-0.0,-0.0
366,6,2,"7. Daniel moved to the bathroom.
8. John went to the garden.
9. Is Mary in the kitchen?",yes,no,-0.0,-0.0
367,6,2,"10. Mary moved to the hallway.
11. John dropped the apple.
12. Is John in the bedroom?",no,no,-0.0,-0.0
368,6,2,"13. Sandra grabbed the apple there.
14. Sandra left the apple.
15. Is John in the garden?",yes,no,-0.0,-0.0
369,6,3,"1. John went to the hallway.
2. Sandra picked up the apple there.
3. Is John in the hallway?",yes,hallway,-0.0,-0.0
370,6,3,"4. Daniel moved to the garden.
5. Mary journeyed to the bedroom.
6. Is Mary in the bedroom?",yes,no,-0.0,-0.0
371,6,3,"7. Mary moved to the bathroom.
8. Sandra left the apple.
9. Is Daniel in the bedroom?",no,no,-0.0,-0.0
372,6,3,"10. Mary grabbed the milk there.
11. Daniel moved to the office.
12. Is Mary in the bedroom?",no,no,-0.0,-0.0
373,6,3,"13. John took the football there.
14. John moved to the bedroom.
15. Is John in the bedroom?",yes,yes,-0.0,-0.0
374,6,4,"1. Mary went back to the hallway.
2. John grabbed the apple there.
3. Is Mary in the hallway?",yes,hallway,-0.0,-0.0
375,6,4,"4. John put down the apple.
5. John took the apple there.
6. Is Mary in the hallway?",yes,hallway,-0.0,-0.0
376,6,4,"7. John put down the apple there.
8. Mary moved to the kitchen.
9. Is Mary in the kitchen?",yes,kitchen,-0.0,-0.0
377,6,4,"10. Mary travelled to the bathroom.
11. Sandra went back to the garden.
12. Is Sandra in the garden?",yes,garden,-0.0,-0.0
378,6,4,"13. Daniel went to the bedroom.
14. Mary took the milk there.
15. Is Sandra in the bedroom?",no,no,-0.0,-0.0
379,11,0,"1. Daniel went back to the office.
2. Then he went back to the bathroom.
3. Where is Daniel?",bathroom,office,0.48,0.48
380,11,0,"4. Sandra went back to the bedroom.
5. After that she moved to the kitchen.
6. Where is Daniel?",bathroom,office,-0.0,-0.0
381,11,0,"7. John journeyed to the bedroom.
8. After that he journeyed to the hallway.
9. Where is Sandra?",kitchen,bedroom,-0.0,-0.0
382,11,0,"10. Sandra journeyed to the garden.
11. Following that she went back to the hallway.
12. Where is John?",hallway,bedroom,-0.0,-0.0
383,11,0,"13. Mary travelled to the office.
14. After that she went back to the kitchen.
15. Where is Mary?",kitchen,office,-0.0,-0.0
384,11,1,"1. Daniel moved to the office.
2. Following that he journeyed to the hallway.
3. Where is Daniel?",hallway,office,-0.0,-0.0
385,11,1,"4. John travelled to the office.
5. Then he went back to the kitchen.
6. Where is John?",kitchen,office,-0.0,-0.0
386,11,1,"7. Sandra went to the office.
8. Following that she went to the hallway.
9. Where is Sandra?",hallway,hallway,-0.0,-0.0
387,11,1,"10. Daniel travelled to the kitchen.
11. Afterwards he moved to the office.
12. Where is Sandra?",hallway,hallway,-0.0,-0.0
388,11,1,"13. Sandra journeyed to the office.
14. Afterwards she moved to the hallway.
15. Where is Daniel?",office,office,-0.0,-0.0
389,11,2,"1. John moved to the kitchen.
2. Afterwards he journeyed to the hallway.
3. Where is John?",hallway,hallway,-0.0,-0.0
390,11,2,"4. Daniel moved to the hallway.
5. Then he moved to the garden.
6. Where is John?",hallway,kitchen,-0.0,-0.0
391,11,2,"7. Sandra journeyed to the hallway.
8. Afterwards she travelled to the bedroom.
9. Where is Sandra?",bedroom,bedroom,-0.0,-0.0
392,11,2,"10. Mary journeyed to the kitchen.
11. Then she went to the bathroom.
12. Where is Sandra?",bedroom,bedroom,-0.0,-0.0
393,11,2,"13. Mary travelled to the office.
14. Then she journeyed to the hallway.
15. Where is Mary?",hallway,hallway,-0.0,-0.0
394,11,3,"1. Sandra went to the bathroom.
2. Following that she went back to the kitchen.
3. Where is Sandra?",kitchen,kitchen,-0.0,-0.0
395,11,3,"4. Daniel went to the garden.
5. Then he went back to the kitchen.
6. Where is Sandra?",kitchen,kitchen,-0.0,-0.0
396,11,3,"7. John went back to the hallway.
8. Afterwards he journeyed to the kitchen.
9. Where is Daniel?",kitchen,garden,-0.0,-0.0
397,11,3,"10. Sandra went to the office.
11. Then she went back to the bathroom.
12. Where is Daniel?",kitchen,garden,-0.0,-0.0
398,11,3,"13. John went to the office.
14. After that he journeyed to the hallway.
15. Where is Sandra?",bathroom,bathroom,-0.0,-0.0
399,11,4,"1. Sandra moved to the office.
2. Afterwards she moved to the bathroom.
3. Where is Sandra?",bathroom,office,-0.0,-0.0
400,11,4,"4. Daniel journeyed to the kitchen.
5. Then he went to the bathroom.
6. Where is Daniel?",bathroom,kitchen,-0.0,-0.0
401,11,4,"7. Sandra went to the hallway.
8. Afterwards she went back to the office.
9. Where is Sandra?",office,office,-0.0,-0.0
402,11,4,"10. Daniel moved to the garden.
11. Following that he moved to the hallway.
12. Where is Sandra?",office,office,-0.0,-0.0
403,11,4,"13. John travelled to the bedroom.
14. Following that he moved to the kitchen.
15. Where is John?",kitchen,not mentioned,-0.0,-0.0
404,8,0,"1. Daniel journeyed to the bathroom.
2. Daniel went back to the bedroom.
3. Mary journeyed to the bedroom.
4. Mary picked up the milk there.
5. What is Mary carrying?",milk,milk,0.76,0.76
405,8,0,"6. Mary dropped the milk.
7. Daniel grabbed the football there.
8. What is Mary carrying?",nothing,nothing,-0.0,-0.0
406,8,0,"9. Mary took the milk there.
10. Mary left the milk.
11. What is Daniel carrying?",football,football,-0.0,-0.0
407,8,0,"12. Daniel discarded the football.
13. Daniel picked up the football there.
14. What is Daniel carrying?",football,football,-0.0,-0.0
408,8,0,"15. Mary grabbed the milk there.
16. Mary left the milk.
17. What is Daniel carrying?",football,football,-0.0,-0.0
409,8,1,"1. Daniel went to the kitchen.
2. Daniel journeyed to the hallway.
3. Mary went back to the garden.
4. Daniel picked up the apple there.
5. What is Daniel carrying?",apple,apple,-0.0,-0.0
410,8,1,"6. John moved to the bathroom.
7. Sandra went back to the hallway.
8. What is Daniel carrying?",apple,apple,-0.0,-0.0
411,8,1,"9. Mary took the football there.
10. Daniel put down the apple.
11. What is Daniel carrying?",nothing,nothing,-0.0,-0.0
412,8,1,"12. John moved to the office.
13. Mary left the football.
14. What is Mary carrying?",nothing,nothing,-0.0,-0.0
413,8,1,"15. Sandra took the apple there.
16. Mary moved to the bathroom.
17. What is Daniel carrying?",nothing,nothing,-0.0,-0.0
414,8,2,"1. Sandra journeyed to the hallway.
2. John moved to the kitchen.
3. Sandra moved to the bathroom.
4. Daniel picked up the football there.
5. What is Daniel carrying?",football,football,-0.0,-0.0
415,8,2,"6. Daniel dropped the football there.
7. Mary grabbed the football there.
8. What is Mary carrying?",football,football,-0.0,-0.0
416,8,2,"9. Mary travelled to the office.
10. Mary took the apple there.
11. What is Mary carrying? 	football,apple",7,apple,-0.0,-0.0
417,8,2,"12. Daniel went back to the bedroom.
13. Mary left the football.
14. What is Mary carrying?",apple,apple,-0.0,-0.0
418,8,2,"15. Mary grabbed the football there.
16. Daniel got the milk there.
17. What is Mary carrying? 	football,apple",7,"football, apple",-0.0,-0.0
419,8,3,"1. Mary took the milk there.
2. Mary went to the office.
3. What is Mary carrying?",milk,milk,-0.0,-0.0
420,8,3,"4. Mary took the apple there.
5. Sandra journeyed to the bedroom.
6. What is Mary carrying? 	milk,apple",1,"milk, apple",-0.0,-0.0
