task_id,reasoning,answer,part_id,sample_id
2,Tracking the football through the context: Sentence 12: Daniel picked up the football there.; Sentence 16: Daniel left the football.. The football is at the bathroom.,bathroom,1,64
2,Tracking the football through the context: Sentence 12: Daniel picked up the football there.; Sentence 16: Daniel left the football.. The football is at the bathroom.,bathroom,2,64
2,Tracking the football through the context: Sentence 12: Daniel picked up the football there.; Sentence 16: Daniel left the football.. The football is at the bathroom.,bathroom,3,64
2,Tracking the milk through the context: Sentence 11: Sandra got the milk there.; Sentence 21: Sandra left the milk.. The milk is at the office.,office,4,64
2,Tracking the football through the context: Sentence 12: Daniel picked up the football there.; Sentence 16: Daniel left the football.; Sentence 25: Daniel got the football there.. The football is at the kitchen.,kitchen,5,64
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 3: Daniel dropped the football.; Sentence 5: John got the football there.. The football is at the bathroom.,bathroom,1,65
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 3: Daniel dropped the football.; Sentence 5: John got the football there.; Sentence 14: John dropped the football.. The football is at the bathroom.,bathroom,2,65
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 3: Daniel dropped the football.; Sentence 5: John got the football there.; Sentence 14: John dropped the football.; Sentence 16: John grabbed the football there.; Sentence 18: John left the football.. The football is at the bathroom.,bathroom,3,65
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 3: Daniel dropped the football.; Sentence 5: John got the football there.; Sentence 14: John dropped the football.; Sentence 16: John grabbed the football there.; Sentence 18: John left the football.. The football is at the bathroom.,bathroom,4,65
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 3: Daniel dropped the football.; Sentence 5: John got the football there.; Sentence 14: John dropped the football.; Sentence 16: John grabbed the football there.; Sentence 18: John left the football.. The football is at the bathroom.,bathroom,5,65
2,Tracking the apple through the context: Sentence 11: Mary grabbed the apple there.. The apple is at the bathroom.,bathroom,1,66
2,Tracking the apple through the context: Sentence 11: Mary grabbed the apple there.. The apple is at the bathroom.,bathroom,2,66
2,Tracking the football through the context: Sentence 2: Daniel took the football there.; Sentence 16: Daniel discarded the football.. The football is at the garden.,garden,3,66
2,Tracking the football through the context: Sentence 2: Daniel took the football there.; Sentence 16: Daniel discarded the football.. The football is at the garden.,garden,4,66
2,Tracking the football through the context: Sentence 2: Daniel took the football there.; Sentence 16: Daniel discarded the football.. The football is at the garden.,garden,5,66
2,Tracking the football through the context: Sentence 6: Mary took the football there.. The football is at the garden.,garden,1,67
2,Tracking the apple through the context: Sentence 3: John grabbed the apple there.; Sentence 12: John put down the apple.. The apple is at the bathroom.,bathroom,2,67
2,Tracking the apple through the context: Sentence 3: John grabbed the apple there.; Sentence 12: John put down the apple.. The apple is at the bathroom.,bathroom,3,67
2,Tracking the football through the context: Sentence 6: Mary took the football there.; Sentence 16: Mary put down the football there.. The football is at the hallway.,hallway,4,67
2,Tracking the football through the context: Sentence 6: Mary took the football there.; Sentence 16: Mary put down the football there.. The football is at the hallway.,hallway,5,67
2,Tracking the football through the context: Sentence 8: Sandra grabbed the football there.. The football is at the hallway.,hallway,1,68
2,Tracking the football through the context: Sentence 8: Sandra grabbed the football there.; Sentence 13: Sandra put down the football.. The football is at the hallway.,hallway,2,68
2,Tracking the football through the context: Sentence 8: Sandra grabbed the football there.; Sentence 13: Sandra put down the football.; Sentence 15: Mary picked up the football there.; Sentence 27: Mary discarded the football.. The football is at the hallway.,hallway,3,68
2,Tracking the football through the context: Sentence 8: Sandra grabbed the football there.; Sentence 13: Sandra put down the football.; Sentence 15: Mary picked up the football there.; Sentence 27: Mary discarded the football.. The football is at the hallway.,hallway,4,68
2,Tracking the milk through the context: Sentence 5: Mary grabbed the milk there.; Sentence 36: Mary left the milk.. The milk is at the bedroom.,bedroom,5,68
2,Tracking the milk through the context: Sentence 6: Sandra got the milk there.. The milk is at the garden.,garden,1,69
2,Tracking the milk through the context: Sentence 6: Sandra got the milk there.; Sentence 12: Sandra put down the milk.. The milk is at the garden.,garden,2,69
2,Tracking the football through the context: Sentence 3: Mary got the football there.; Sentence 4: Mary left the football there.; Sentence 5: Daniel got the football there.; Sentence 23: Daniel put down the football.. The football is at the hallway.,hallway,3,69
2,Tracking the football through the context: Sentence 3: Mary got the football there.; Sentence 4: Mary left the football there.; Sentence 5: Daniel got the football there.; Sentence 23: Daniel put down the football.. The football is at the hallway.,hallway,4,69
2,Tracking the milk through the context: Sentence 6: Sandra got the milk there.; Sentence 12: Sandra put down the milk.; Sentence 13: Mary grabbed the milk there.; Sentence 30: Mary discarded the milk.. The milk is at the hallway.,hallway,5,69
2,Tracking the football through the context: Sentence 5: Mary got the football there.. The football is at the garden.,garden,1,70
2,Tracking the football through the context: Sentence 5: Mary got the football there.. The football is at the garden.,garden,2,70
2,Tracking the apple through the context: Sentence 4: Sandra got the apple there.; Sentence 10: Sandra discarded the apple.. The apple is at the garden.,garden,3,70
2,Tracking the apple through the context: Sentence 4: Sandra got the apple there.; Sentence 10: Sandra discarded the apple.. The apple is at the garden.,garden,4,70
2,Tracking the apple through the context: Sentence 4: Sandra got the apple there.; Sentence 10: Sandra discarded the apple.. The apple is at the garden.,garden,5,70
2,Tracking the milk through the context: Sentence 2: Sandra got the milk there.. The milk is at the bedroom.,bedroom,1,71
2,Tracking the milk through the context: Sentence 2: Sandra got the milk there.. The milk is at the office.,office,2,71
2,Tracking the milk through the context: Sentence 2: Sandra got the milk there.; Sentence 9: Sandra left the milk there.. The milk is at the office.,office,3,71
2,Tracking the milk through the context: Sentence 2: Sandra got the milk there.; Sentence 9: Sandra left the milk there.. The milk is at the office.,office,4,71
2,Tracking the football through the context: Sentence 1: Mary picked up the football there.; Sentence 14: Mary put down the football.. The football is at the kitchen.,kitchen,5,71
2,Tracking the football through the context: Sentence 5: Sandra got the football there.; Sentence 6: Sandra put down the football.. The football is at the hallway.,hallway,1,72
2,Tracking the football through the context: Sentence 5: Sandra got the football there.; Sentence 6: Sandra put down the football.. The football is at the hallway.,hallway,2,72
2,Tracking the milk through the context: Sentence 8: Mary took the milk there.. The milk is at the office.,office,3,72
2,Tracking the milk through the context: Sentence 8: Mary took the milk there.. The milk is at the hallway.,hallway,4,72
2,Tracking the milk through the context: Sentence 8: Mary took the milk there.; Sentence 14: Mary discarded the milk.. The milk is at the hallway.,hallway,5,72
2,Tracking the football through the context: Sentence 9: John grabbed the football there.; Sentence 11: John discarded the football.; Sentence 12: John grabbed the football there.. The football is at the bedroom.,bedroom,1,73
2,Tracking the football through the context: Sentence 9: John grabbed the football there.; Sentence 11: John discarded the football.; Sentence 12: John grabbed the football there.. The football is at the bedroom.,bedroom,2,73
2,Tracking the apple through the context: Sentence 19: Sandra got the apple there.. The apple is at the bedroom.,bedroom,3,73
2,Tracking the apple through the context: Sentence 19: Sandra got the apple there.; Sentence 22: Sandra left the apple.. The apple is at the bedroom.,bedroom,4,73
2,Tracking the football through the context: Sentence 9: John grabbed the football there.; Sentence 11: John discarded the football.; Sentence 12: John grabbed the football there.; Sentence 24: John discarded the football there.. The football is at the bedroom.,bedroom,5,73
2,Tracking the apple through the context: Sentence 4: Daniel grabbed the apple there.; Sentence 6: Daniel dropped the apple there.. The apple is at the kitchen.,kitchen,1,74
2,Tracking the apple through the context: Sentence 4: Daniel grabbed the apple there.; Sentence 6: Daniel dropped the apple there.. The apple is at the kitchen.,kitchen,2,74
2,Tracking the milk through the context: Sentence 5: Sandra got the milk there.; Sentence 7: Sandra discarded the milk there.. The milk is at the garden.,garden,3,74
2,Tracking the apple through the context: Sentence 4: Daniel grabbed the apple there.; Sentence 6: Daniel dropped the apple there.; Sentence 12: Daniel took the apple there.; Sentence 13: Daniel put down the apple.; Sentence 14: Daniel got the apple there.. The apple is at the bedroom.,bedroom,4,74
2,Tracking the apple through the context: Sentence 4: Daniel grabbed the apple there.; Sentence 6: Daniel dropped the apple there.; Sentence 12: Daniel took the apple there.; Sentence 13: Daniel put down the apple.; Sentence 14: Daniel got the apple there.; Sentence 17: Daniel put down the apple.. The apple is at the bedroom.,bedroom,5,74
2,Tracking the football through the context: Sentence 4: Sandra took the football there.. The football is at the kitchen.,kitchen,1,75
2,Tracking the apple through the context: Sentence 5: Daniel picked up the apple there.; Sentence 8: Daniel dropped the apple there.. The apple is at the kitchen.,kitchen,2,75
2,Tracking the apple through the context: Sentence 5: Daniel picked up the apple there.; Sentence 8: Daniel dropped the apple there.. The apple is at the kitchen.,kitchen,3,75
2,Tracking the apple through the context: Sentence 5: Daniel picked up the apple there.; Sentence 8: Daniel dropped the apple there.. The apple is at the kitchen.,kitchen,4,75
2,Tracking the milk through the context: Sentence 11: Daniel got the milk there.; Sentence 16: Daniel discarded the milk.. The milk is at the hallway.,hallway,5,75
2,Tracking the milk through the context: Sentence 1: John grabbed the milk there.; Sentence 2: John left the milk.; Sentence 3: Sandra took the milk there.. The milk is at the kitchen.,kitchen,1,76
2,Tracking the milk through the context: Sentence 1: John grabbed the milk there.; Sentence 2: John left the milk.; Sentence 3: Sandra took the milk there.; Sentence 5: Sandra put down the milk.. The milk is at the kitchen.,kitchen,2,76
2,Tracking the milk through the context: Sentence 1: John grabbed the milk there.; Sentence 2: John left the milk.; Sentence 3: Sandra took the milk there.; Sentence 5: Sandra put down the milk.. The milk is at the kitchen.,kitchen,3,76
2,Tracking the apple through the context: Sentence 10: John grabbed the apple there.. The apple is at the office.,office,4,76
2,Tracking the apple through the context: Sentence 10: John grabbed the apple there.; Sentence 22: John dropped the apple there.. The apple is at the office.,office,5,76
2,Tracking the football through the context: Sentence 1: Sandra grabbed the football there.; Sentence 2: Sandra discarded the football.; Sentence 4: Sandra grabbed the football there.. The football is at the bathroom.,bathroom,1,77
2,Tracking the football through the context: Sentence 1: Sandra grabbed the football there.; Sentence 2: Sandra discarded the football.; Sentence 4: Sandra grabbed the football there.; Sentence 7: Sandra dropped the football.; Sentence 8: Sandra took the football there.; Sentence 10: Sandra discarded the football.. The football is at the bathroom.,bathroom,2,77
2,Tracking the football through the context: Sentence 1: Sandra grabbed the football there.; Sentence 2: Sandra discarded the football.; Sentence 4: Sandra grabbed the football there.; Sentence 7: Sandra dropped the football.; Sentence 8: Sandra took the football there.; Sentence 10: Sandra discarded the football.; Sentence 11: Sandra picked up the football there.; Sentence 14: Sandra left the football.. The football is at the bathroom.,bathroom,3,77
2,Tracking the milk through the context: Sentence 19: Mary grabbed the milk there.; Sentence 23: Mary discarded the milk.. The milk is at the bedroom.,bedroom,4,77
2,Tracking the milk through the context: Sentence 19: Mary grabbed the milk there.; Sentence 23: Mary discarded the milk.. The milk is at the bedroom.,bedroom,5,77
2,Tracking the milk through the context: Sentence 5: Sandra got the milk there.; Sentence 6: Sandra left the milk.. The milk is at the bathroom.,bathroom,1,78
2,Tracking the football through the context: Sentence 4: John got the football there.; Sentence 7: John discarded the football.. The football is at the bathroom.,bathroom,2,78
2,Tracking the football through the context: Sentence 4: John got the football there.; Sentence 7: John discarded the football.. The football is at the bathroom.,bathroom,3,78
2,Tracking the apple through the context: Sentence 17: Mary got the apple there.; Sentence 20: Mary dropped the apple.. The apple is at the hallway.,hallway,4,78
2,Tracking the apple through the context: Sentence 17: Mary got the apple there.; Sentence 20: Mary dropped the apple.. The apple is at the hallway.,hallway,5,78
2,Tracking the milk through the context: Sentence 5: Sandra picked up the milk there.; Sentence 6: Sandra dropped the milk there.. The milk is at the hallway.,hallway,1,79
2,Tracking the milk through the context: Sentence 5: Sandra picked up the milk there.; Sentence 6: Sandra dropped the milk there.; Sentence 8: Sandra got the milk there.. The milk is at the garden.,garden,2,79
2,Tracking the milk through the context: Sentence 5: Sandra picked up the milk there.; Sentence 6: Sandra dropped the milk there.; Sentence 8: Sandra got the milk there.. The milk is at the garden.,garden,3,79
2,Tracking the milk through the context: Sentence 5: Sandra picked up the milk there.; Sentence 6: Sandra dropped the milk there.; Sentence 8: Sandra got the milk there.; Sentence 13: Sandra discarded the milk.. The milk is at the garden.,garden,4,79
2,Tracking the football through the context: Sentence 12: Mary took the football there.; Sentence 15: Mary discarded the football.. The football is at the kitchen.,kitchen,5,79
2,Tracking the apple through the context: Sentence 6: Sandra got the apple there.; Sentence 10: Sandra left the apple.. The apple is at the bedroom.,bedroom,1,80
2,Tracking the apple through the context: Sentence 6: Sandra got the apple there.; Sentence 10: Sandra left the apple.. The apple is at the bedroom.,bedroom,2,80
2,Tracking the apple through the context: Sentence 6: Sandra got the apple there.; Sentence 10: Sandra left the apple.. The apple is at the bedroom.,bedroom,3,80
2,Tracking the football through the context: Sentence 3: John picked up the football there.; Sentence 5: John put down the football.; Sentence 16: John grabbed the football there.; Sentence 17: John left the football.. The football is at the garden.,garden,4,80
2,Tracking the football through the context: Sentence 3: John picked up the football there.; Sentence 5: John put down the football.; Sentence 16: John grabbed the football there.; Sentence 17: John left the football.. The football is at the garden.,garden,5,80
2,Tracking the milk through the context: Sentence 5: John got the milk there.; Sentence 6: John dropped the milk.. The milk is at the bathroom.,bathroom,1,81
2,Tracking the milk through the context: Sentence 5: John got the milk there.; Sentence 6: John dropped the milk.. The milk is at the bathroom.,bathroom,2,81
2,Tracking the football through the context: Sentence 3: Sandra grabbed the football there.; Sentence 9: Sandra discarded the football.. The football is at the garden.,garden,3,81
2,Tracking the football through the context: Sentence 3: Sandra grabbed the football there.; Sentence 9: Sandra discarded the football.. The football is at the garden.,garden,4,81
2,Tracking the football through the context: Sentence 3: Sandra grabbed the football there.; Sentence 9: Sandra discarded the football.; Sentence 18: Sandra grabbed the football there.; Sentence 19: Sandra put down the football there.. The football is at the garden.,garden,5,81
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 2: Daniel discarded the football.; Sentence 3: John got the football there.; Sentence 6: John dropped the football there.; Sentence 9: Mary took the football there.; Sentence 10: Mary dropped the football there.. The football is at the hallway.,hallway,1,82
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 2: Daniel discarded the football.; Sentence 3: John got the football there.; Sentence 6: John dropped the football there.; Sentence 9: Mary took the football there.; Sentence 10: Mary dropped the football there.; Sentence 12: John grabbed the football there.. The football is at the bathroom.,bathroom,2,82
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 2: Daniel discarded the football.; Sentence 3: John got the football there.; Sentence 6: John dropped the football there.; Sentence 9: Mary took the football there.; Sentence 10: Mary dropped the football there.; Sentence 12: John grabbed the football there.. The football is at the bathroom.,bathroom,3,82
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 2: Daniel discarded the football.; Sentence 3: John got the football there.; Sentence 6: John dropped the football there.; Sentence 9: Mary took the football there.; Sentence 10: Mary dropped the football there.; Sentence 12: John grabbed the football there.; Sentence 19: John put down the football.. The football is at the bathroom.,bathroom,4,82
2,Tracking the football through the context: Sentence 1: Daniel grabbed the football there.; Sentence 2: Daniel discarded the football.; Sentence 3: John got the football there.; Sentence 6: John dropped the football there.; Sentence 9: Mary took the football there.; Sentence 10: Mary dropped the football there.; Sentence 12: John grabbed the football there.; Sentence 19: John put down the football.. The football is at the bathroom.,bathroom,5,82
2,Tracking the milk through the context: Sentence 8: John got the milk there.. The milk is at the garden.,garden,1,83
2,Tracking the milk through the context: Sentence 8: John got the milk there.. The milk is at the garden.,garden,2,83
2,Tracking the apple through the context: Sentence 6: Sandra picked up the apple there.; Sentence 11: Sandra put down the apple.; Sentence 14: Daniel picked up the apple there.; Sentence 16: Daniel left the apple there.. The apple is at the bedroom.,bedroom,3,83
2,Tracking the apple through the context: Sentence 6: Sandra picked up the apple there.; Sentence 11: Sandra put down the apple.; Sentence 14: Daniel picked up the apple there.; Sentence 16: Daniel left the apple there.; Sentence 17: Daniel got the apple there.; Sentence 19: Daniel put down the apple.. The apple is at the bedroom.,bedroom,4,83
2,Tracking the apple through the context: Sentence 6: Sandra picked up the apple there.; Sentence 11: Sandra put down the apple.; Sentence 14: Daniel picked up the apple there.; Sentence 16: Daniel left the apple there.; Sentence 17: Daniel got the apple there.; Sentence 19: Daniel put down the apple.. The apple is at the bedroom.,bedroom,5,83
2,Tracking the football through the context: Sentence 2: Sandra picked up the football there.; Sentence 3: Sandra discarded the football.. The football is at the bedroom.,bedroom,1,84
2,Tracking the football through the context: Sentence 2: Sandra picked up the football there.; Sentence 3: Sandra discarded the football.. The football is at the bedroom.,bedroom,2,84
2,Tracking the apple through the context: Sentence 7: Mary picked up the apple there.; Sentence 9: Mary put down the apple.. The apple is at the hallway.,hallway,3,84
2,Tracking the apple through the context: Sentence 7: Mary picked up the apple there.; Sentence 9: Mary put down the apple.. The apple is at the hallway.,hallway,4,84
2,Tracking the football through the context: Sentence 2: Sandra picked up the football there.; Sentence 3: Sandra discarded the football.; Sentence 23: Mary took the football there.. The football is at the office.,office,5,84
2,Tracking the apple through the context: Sentence 3: John grabbed the apple there.; Sentence 10: John put down the apple.. The apple is at the kitchen.,kitchen,1,85
2,Tracking the apple through the context: Sentence 3: John grabbed the apple there.; Sentence 10: John put down the apple.. The apple is at the kitchen.,kitchen,2,85
2,Tracking the apple through the context: Sentence 3: John grabbed the apple there.; Sentence 10: John put down the apple.; Sentence 13: John picked up the apple there.; Sentence 17: John put down the apple.; Sentence 18: John grabbed the apple there.; Sentence 19: John left the apple there.. The apple is at the kitchen.,kitchen,3,85
2,Tracking the apple through the context: Sentence 3: John grabbed the apple there.; Sentence 10: John put down the apple.; Sentence 13: John picked up the apple there.; Sentence 17: John put down the apple.; Sentence 18: John grabbed the apple there.; Sentence 19: John left the apple there.. The apple is at the kitchen.,kitchen,4,85
2,Tracking the milk through the context: Sentence 25: John got the milk there.. The milk is at the kitchen.,kitchen,5,85
2,Tracking the milk through the context: Sentence 10: Sandra got the milk there.; Sentence 12: Sandra left the milk.. The milk is at the bathroom.,bathroom,1,86
2,Tracking the milk through the context: Sentence 10: Sandra got the milk there.; Sentence 12: Sandra left the milk.; Sentence 13: Sandra took the milk there.; Sentence 15: Sandra left the milk there.. The milk is at the bathroom.,bathroom,2,86
2,Tracking the milk through the context: Sentence 10: Sandra got the milk there.; Sentence 12: Sandra left the milk.; Sentence 13: Sandra took the milk there.; Sentence 15: Sandra left the milk there.; Sentence 17: Sandra grabbed the milk there.. The milk is at the kitchen.,kitchen,3,86
2,Tracking the milk through the context: Sentence 10: Sandra got the milk there.; Sentence 12: Sandra left the milk.; Sentence 13: Sandra took the milk there.; Sentence 15: Sandra left the milk there.; Sentence 17: Sandra grabbed the milk there.. The milk is at the kitchen.,kitchen,4,86
2,Tracking the milk through the context: Sentence 10: Sandra got the milk there.; Sentence 12: Sandra left the milk.; Sentence 13: Sandra took the milk there.; Sentence 15: Sandra left the milk there.; Sentence 17: Sandra grabbed the milk there.; Sentence 32: Sandra left the milk.. The milk is at the kitchen.,kitchen,5,86
2,Tracking the football through the context: Sentence 2: John took the football there.. The football is at the bedroom.,bedroom,1,87
2,Tracking the football through the context: Sentence 2: John took the football there.. The football is at the bedroom.,bedroom,2,87
2,Tracking the apple through the context: Sentence 7: Sandra picked up the apple there.. The apple is at the office.,office,3,87
2,Tracking the apple through the context: Sentence 7: Sandra picked up the apple there.. The apple is at the hallway.,hallway,4,87
2,Tracking the apple through the context: Sentence 7: Sandra picked up the apple there.; Sentence 14: Sandra put down the apple there.. The apple is at the bedroom.,bedroom,5,87
2,Tracking the apple through the context: Sentence 7: Sandra took the apple there.; Sentence 8: Sandra dropped the apple there.. The apple is at the kitchen.,kitchen,1,88
2,Tracking the football through the context: Sentence 10: Sandra took the football there.; Sentence 12: Sandra put down the football.. The football is at the kitchen.,kitchen,2,88
2,Tracking the football through the context: Sentence 10: Sandra took the football there.; Sentence 12: Sandra put down the football.. The football is at the kitchen.,kitchen,3,88
2,Tracking the milk through the context: Sentence 2: Mary took the milk there.; Sentence 13: Mary discarded the milk.; Sentence 14: Mary picked up the milk there.; Sentence 15: Mary put down the milk.. The milk is at the hallway.,hallway,4,88
2,Tracking the milk through the context: Sentence 2: Mary took the milk there.; Sentence 13: Mary discarded the milk.; Sentence 14: Mary picked up the milk there.; Sentence 15: Mary put down the milk.. The milk is at the hallway.,hallway,5,88
2,Tracking the milk through the context: Sentence 4: John grabbed the milk there.; Sentence 5: John put down the milk there.. The milk is at the bathroom.,bathroom,1,89
2,Tracking the milk through the context: Sentence 4: John grabbed the milk there.; Sentence 5: John put down the milk there.; Sentence 7: Sandra picked up the milk there.; Sentence 10: Sandra discarded the milk.. The milk is at the hallway.,hallway,2,89
2,Tracking the milk through the context: Sentence 4: John grabbed the milk there.; Sentence 5: John put down the milk there.; Sentence 7: Sandra picked up the milk there.; Sentence 10: Sandra discarded the milk.. The milk is at the hallway.,hallway,3,89
2,Tracking the apple through the context: Sentence 3: Sandra picked up the apple there.; Sentence 13: Sandra dropped the apple.. The apple is at the garden.,garden,4,89
2,Tracking the apple through the context: Sentence 3: Sandra picked up the apple there.; Sentence 13: Sandra dropped the apple.. The apple is at the garden.,garden,5,89
2,Tracking the football through the context: Sentence 4: Daniel got the football there.; Sentence 7: Daniel put down the football there.. The football is at the hallway.,hallway,1,90
2,Tracking the football through the context: Sentence 4: Daniel got the football there.; Sentence 7: Daniel put down the football there.; Sentence 9: Sandra got the football there.; Sentence 11: Sandra left the football.. The football is at the hallway.,hallway,2,90
2,Tracking the football through the context: Sentence 4: Daniel got the football there.; Sentence 7: Daniel put down the football there.; Sentence 9: Sandra got the football there.; Sentence 11: Sandra left the football.. The football is at the hallway.,hallway,3,90
2,Tracking the milk through the context: Sentence 12: Daniel picked up the milk there.; Sentence 22: Daniel dropped the milk.. The milk is at the bathroom.,bathroom,4,90
2,Tracking the apple through the context: Sentence 24: Mary grabbed the apple there.; Sentence 25: Mary left the apple.. The apple is at the kitchen.,kitchen,5,90
2,Tracking the milk through the context: Sentence 8: John grabbed the milk there.; Sentence 10: John discarded the milk.. The milk is at the garden.,garden,1,91
2,Tracking the football through the context: Sentence 9: Mary took the football there.; Sentence 14: Mary discarded the football.. The football is at the hallway.,hallway,2,91
2,Tracking the football through the context: Sentence 9: Mary took the football there.; Sentence 14: Mary discarded the football.. The football is at the hallway.,hallway,3,91
2,Tracking the milk through the context: Sentence 8: John grabbed the milk there.; Sentence 10: John discarded the milk.; Sentence 12: John took the milk there.; Sentence 13: John discarded the milk.; Sentence 20: John grabbed the milk there.; Sentence 22: John left the milk.. The milk is at the garden.,garden,4,91
2,Tracking the milk through the context: Sentence 8: John grabbed the milk there.; Sentence 10: John discarded the milk.; Sentence 12: John took the milk there.; Sentence 13: John discarded the milk.; Sentence 20: John grabbed the milk there.; Sentence 22: John left the milk.; Sentence 23: John got the milk there.; Sentence 24: John dropped the milk.. The milk is at the garden.,garden,5,91
2,Tracking the milk through the context: Sentence 2: Daniel took the milk there.; Sentence 3: Daniel left the milk.. The milk is at the bedroom.,bedroom,1,92
2,Tracking the milk through the context: Sentence 2: Daniel took the milk there.; Sentence 3: Daniel left the milk.. The milk is at the bedroom.,bedroom,2,92
2,Tracking the milk through the context: Sentence 2: Daniel took the milk there.; Sentence 3: Daniel left the milk.; Sentence 8: John got the milk there.. The milk is at the hallway.,hallway,3,92
2,Tracking the milk through the context: Sentence 2: Daniel took the milk there.; Sentence 3: Daniel left the milk.; Sentence 8: John got the milk there.. The milk is at the office.,office,4,92
2,Tracking the milk through the context: Sentence 2: Daniel took the milk there.; Sentence 3: Daniel left the milk.; Sentence 8: John got the milk there.; Sentence 14: John discarded the milk there.. The milk is at the office.,office,5,92
2,Tracking the apple through the context: Sentence 4: Daniel grabbed the apple there.; Sentence 5: Daniel dropped the apple.; Sentence 13: John grabbed the apple there.. The apple is at the bathroom.,bathroom,1,93
2,Tracking the apple through the context: Sentence 4: Daniel grabbed the apple there.; Sentence 5: Daniel dropped the apple.; Sentence 13: John grabbed the apple there.. The apple is at the bathroom.,bathroom,2,93
2,Tracking the football through the context: Sentence 19: Mary took the football there.; Sentence 22: Mary left the football there.. The football is at the bathroom.,bathroom,3,93
2,Tracking the football through the context: Sentence 19: Mary took the football there.; Sentence 22: Mary left the football there.; Sentence 23: Mary got the football there.; Sentence 30: Mary dropped the football.. The football is at the bedroom.,bedroom,4,93
2,Tracking the milk through the context: Sentence 12: Mary took the milk there.; Sentence 15: Mary dropped the milk.; Sentence 16: John picked up the milk there.; Sentence 31: John left the milk.. The milk is at the hallway.,hallway,5,93
2,Tracking the milk through the context: Sentence 6: Mary grabbed the milk there.; Sentence 11: Mary left the milk.. The milk is at the garden.,garden,1,94
2,Tracking the milk through the context: Sentence 6: Mary grabbed the milk there.; Sentence 11: Mary left the milk.. The milk is at the garden.,garden,2,94
2,Tracking the football through the context: Sentence 2: Daniel grabbed the football there.; Sentence 4: Daniel dropped the football.; Sentence 15: Daniel grabbed the football there.; Sentence 18: Daniel put down the football.. The football is at the hallway.,hallway,3,94
2,Tracking the football through the context: Sentence 2: Daniel grabbed the football there.; Sentence 4: Daniel dropped the football.; Sentence 15: Daniel grabbed the football there.; Sentence 18: Daniel put down the football.. The football is at the hallway.,hallway,4,94
2,Tracking the football through the context: Sentence 2: Daniel grabbed the football there.; Sentence 4: Daniel dropped the football.; Sentence 15: Daniel grabbed the football there.; Sentence 18: Daniel put down the football.. The football is at the hallway.,hallway,5,94
2,Tracking the football through the context: Sentence 3: Sandra grabbed the football there.. The football is at the garden.,garden,1,95
2,Tracking the football through the context: Sentence 3: Sandra grabbed the football there.. The football is at the garden.,garden,2,95
2,Tracking the football through the context: Sentence 3: Sandra grabbed the football there.; Sentence 7: Sandra left the football.. The football is at the garden.,garden,3,95
2,Tracking the milk through the context: Sentence 6: Sandra picked up the milk there.; Sentence 10: Sandra put down the milk.. The milk is at the garden.,garden,4,95
2,Tracking the milk through the context: Sentence 6: Sandra picked up the milk there.; Sentence 10: Sandra put down the milk.. The milk is at the garden.,garden,5,95
2,Tracking the football through the context: Sentence 1: Mary grabbed the football there.. The football is at the hallway.,hallway,1,96
2,Tracking the football through the context: Sentence 1: Mary grabbed the football there.; Sentence 6: Mary discarded the football.. The football is at the hallway.,hallway,2,96
2,Tracking the football through the context: Sentence 1: Mary grabbed the football there.; Sentence 6: Mary discarded the football.. The football is at the hallway.,hallway,3,96
2,Tracking the football through the context: Sentence 1: Mary grabbed the football there.; Sentence 6: Mary discarded the football.. The football is at the hallway.,hallway,4,96
2,Tracking the milk through the context: Sentence 10: Mary grabbed the milk there.. The milk is at the kitchen.,kitchen,5,96
2,Tracking the football through the context: Sentence 5: Mary picked up the football there.. The football is at the office.,office,1,97
2,Tracking the football through the context: Sentence 5: Mary picked up the football there.; Sentence 10: Mary put down the football there.. The football is at the office.,office,2,97
2,Tracking the football through the context: Sentence 5: Mary picked up the football there.; Sentence 10: Mary put down the football there.; Sentence 11: Mary grabbed the football there.. The football is at the kitchen.,kitchen,3,97
2,Tracking the apple through the context: Sentence 6: John got the apple there.; Sentence 9: John dropped the apple there.; Sentence 12: John took the apple there.. The apple is at the kitchen.,kitchen,4,97
2,Tracking the apple through the context: Sentence 6: John got the apple there.; Sentence 9: John dropped the apple there.; Sentence 12: John took the apple there.; Sentence 20: John discarded the apple.. The apple is at the kitchen.,kitchen,5,97
2,Tracking the apple through the context: Sentence 11: Daniel grabbed the apple there.. The apple is at the bedroom.,bedroom,1,98
2,Tracking the football through the context: Sentence 16: John grabbed the football there.; Sentence 22: John left the football.. The football is at the bathroom.,bathroom,2,98
2,Tracking the milk through the context: Sentence 14: John picked up the milk there.; Sentence 23: John dropped the milk.. The milk is at the bathroom.,bathroom,3,98
