entry_id	line_id	part_id	task_id	sample_id	context/question	human_subjects	non_human_subjects	subj_attributes	relations	generalized_relations	locations	direct_objects	obj_attributes	indirect_objects	result_relation	reasoning	implicit_object	implicit_relation	implicit_location	golden_answer	golden_supporting_facts
365	16	3	5	19	Fred passed the milk to Mary.	Fred			pass	give		milk		Mary	not have			have			
366	17	3	5	19	What did Fred give to Mary?	Fred			give	give				Mary	not have			have		milk	16
367	18	4	5	19	Mary left the milk.	Mary			leave	put		milk			not have						
368	19	4	5	19	Jeff went to the bedroom.	Jeff			go	move	bedroom				be						
369	20	4	5	19	Who gave the milk?	who			give	give		milk			not have			have		Fred	16
370	21	5	5	19	Mary travelled to the garden.	Mary			travel	move	garden				be						
371	22	5	5	19	Mary got the football there.	Mary			get	take	there	football			have						
372	23	5	5	19	Who gave the milk?	who			give	give		milk			not have			have		Fred	16
373	1	1	5	20	Jeff went to the bedroom.	Jeff			go	move	bedroom				be						
374	2	1	5	20	Bill moved to the garden.	Bill			move	move	garden				be						
375	3	1	5	20	Fred got the apple there.	Fred			get	take	there	apple			have						
376	4	1	5	20	Mary went to the office.	Mary			go	move	office				be						
377	5	1	5	20	Fred passed the apple to Mary.	Fred			pass	give		apple		Mary	not have			have			
378	6	1	5	20	Mary passed the apple to Fred.	Mary			pass	give		apple		Fred	not have			have			
379	7	1	5	20	What did Mary give to Fred?	Mary			give	give				Fred	not have			have		apple	6
380	8	2	5	20	Fred gave the apple to Mary.	Fred			give	give		apple		Mary	not have			have			
381	9	2	5	20	Mary handed the apple to Fred.	Mary			hand	give		apple		Fred	not have			have			
382	10	2	5	20	Who gave the apple to Fred?	who			give	give		apple		Fred	not have			have		Mary	9
383	11	3	5	20	Fred journeyed to the bathroom.	Fred			journey	move	bathroom				be						
384	12	3	5	20	Mary went back to the garden.	Mary			go	move	garden				be						
385	13	3	5	20	What did Mary give to Fred?	Mary			give	give				Fred	not have			have		apple	9
386	14	4	5	20	Bill went back to the bedroom.	Bill			go	move	bedroom				be						
387	15	4	5	20	Fred grabbed the football there.	Fred			grab	take	there	football			have						
388	16	4	5	20	What did Mary give to Fred?	Mary			give	give				Fred	not have			have		apple	9
389	17	5	5	20	Fred went to the hallway.	Fred			go	move	hallway				be						
390	18	5	5	20	Bill moved to the garden.	Bill			move	move	garden				be						
391	19	5	5	20	Jeff travelled to the bathroom.	Jeff			travel	move	bathroom				be						
392	20	5	5	20	Fred moved to the bathroom.	Fred			move	move	bathroom				be						
393	21	5	5	20	Fred handed the apple to Jeff.	Fred			hand	give		apple		Jeff	not have			have			
394	22	5	5	20	Jeff handed the apple to Fred.	Jeff			hand	give		apple		Fred	not have			have			
395	23	5	5	20	Who did Jeff give the apple to?	Jeff			give	give		apple			not have			have		Fred	22
396	1	1	6	18	John went back to the bedroom.	John			go	move	bedroom				be						
397	2	1	6	18	Daniel grabbed the milk there.	Daniel			grab	take	there	milk			have						
398	3	1	6	18	Is John in the bathroom?	John			be	be	bathroom				be					no	1
399	4	2	6	18	John journeyed to the bathroom.	John			journey	move	bathroom				be						
400	5	2	6	18	Mary went to the garden.	Mary			go	move	garden				be						
401	6	2	6	18	Is John in the bathroom?	John			be	be	bathroom				be					yes	4
402	7	3	6	18	Daniel dropped the milk.	Daniel			drop	put		milk			not have						
403	8	3	6	18	Sandra went to the bathroom.	Sandra			go	move	bathroom				be						
404	9	3	6	18	Is Sandra in the bathroom?	Sandra			be	be	bathroom				be					yes	8
405	10	4	6	18	Daniel got the milk there.	Daniel			get	take	there	milk			have						
406	11	4	6	18	Daniel went to the office.	Daniel			go	move	office				be						
407	12	4	6	18	Is Mary in the garden?	Mary			be	be	garden				be					yes	5
408	13	5	6	18	Mary went to the kitchen.	Mary			go	move	kitchen				be						
409	14	5	6	18	John took the football there.	John			take	take	there	football			have						
410	15	5	6	18	Is Daniel in the office?	Daniel			be	be	office				be					yes	11
411	1	1	6	19	Mary went back to the office.	Mary			go	move	office				be						
412	2	1	6	19	Mary got the milk there.	Mary			get	take	there	milk			have						
413	3	1	6	19	Is Mary in the garden?	Mary			be	be	garden				be					no	1
414	4	2	6	19	Daniel grabbed the apple there.	Daniel			grab	take	there	apple			have						
415	5	2	6	19	Daniel journeyed to the kitchen.	Daniel			journey	move	kitchen				be						
416	6	2	6	19	Is Mary in the office?	Mary			be	be	office				be					yes	1
417	7	3	6	19	Mary travelled to the garden.	Mary			travel	move	garden				be						
418	8	3	6	19	Mary travelled to the bedroom.	Mary			travel	move	bedroom				be						
419	9	3	6	19	Is Mary in the kitchen?	Mary			be	be	kitchen				be					no	8
420	10	4	6	19	Mary grabbed the football there.	Mary			grab	take	there	football			have						
421	11	4	6	19	Mary left the milk there.	Mary			leave	put	there	milk			not have						
422	12	4	6	19	Is Daniel in the garden?	Daniel			be	be	garden				be					no	5
423	13	5	6	19	Sandra travelled to the hallway.	Sandra			travel	move	hallway				be						
424	14	5	6	19	John journeyed to the bedroom.	John			journey	move	bedroom				be						
425	15	5	6	19	Is John in the office?	John			be	be	office				be					no	14
426	1	1	6	20	Daniel journeyed to the office.	Daniel			journey	move	office				be						
427	2	1	6	20	Daniel picked up the football there.	Daniel			pick up	take	there	football			have						
428	3	1	6	20	Is Daniel in the kitchen?	Daniel			be	be	kitchen				be					no	1
429	4	2	6	20	Daniel put down the football.	Daniel			put down	put		football			not have						
430	5	2	6	20	Daniel travelled to the bathroom.	Daniel			travel	move	bathroom				be						
431	6	2	6	20	Is Daniel in the garden?	Daniel			be	be	garden				be					no	5
432	7	3	6	20	John took the milk there.	John			take	take	there	milk			have						
433	8	3	6	20	John went to the office.	John			go	move	office				be						
434	9	3	6	20	Is John in the hallway?	John			be	be	hallway				be					no	8
435	10	4	6	20	Daniel went to the kitchen.	Daniel			go	move	kitchen				be						
436	11	4	6	20	John discarded the milk.	John			discard	put		milk			not have						
437	12	4	6	20	Is John in the garden?	John			be	be	garden				be					no	8
438	13	5	6	20	Daniel journeyed to the bedroom.	Daniel			journey	move	bedroom				be						
439	14	5	6	20	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
440	15	5	6	20	Is Daniel in the hallway?	Daniel			be	be	hallway				be					no	13
441	1	1	7	18	Mary went back to the office.	Mary			go	move	office				be						
442	2	1	7	18	John journeyed to the garden.	John			journey	move	garden				be						
443	3	1	7	18	Daniel went back to the office.	Daniel			go	move	office				be						
444	4	1	7	18	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
445	5	1	7	18	Mary journeyed to the bedroom.	Mary			journey	move	bedroom				be						
446	6	1	7	18	Sandra moved to the hallway.	Sandra			move	move	hallway				be						
447	7	1	7	18	Mary picked up the football there.	Mary			pick up	take	there	football			have						
448	8	1	7	18	John journeyed to the bathroom.	John			journey	move	bathroom				be						
449	9	1	7	18	How many objects is Mary carrying?	Mary	object	many	be	be					be					one	7
450	10	2	7	18	John went to the kitchen.	John			go	move	kitchen				be						
451	11	2	7	18	Mary left the football.	Mary			leave	put		football			not have						
452	12	2	7	18	How many objects is Mary carrying?	Mary	object	many	be	be					be					none	7 11
453	13	3	7	18	John grabbed the milk there.	John			grab	take	there	milk			have						
454	14	3	7	18	Sandra moved to the garden.	Sandra			move	move	garden				be						
455	15	3	7	18	How many objects is John carrying?	John		object	be	be					be					one	13
456	16	4	7	18	John discarded the milk.	John			discard	put		milk			not have						
457	17	4	7	18	Mary picked up the football there.	Mary			pick up	take	there	football			have						
458	18	4	7	18	How many objects is John carrying?	John		object	be	be					be					none	13 16
459	19	5	7	18	Sandra went to the hallway.	Sandra			go	move	hallway				be						
460	20	5	7	18	John picked up the milk there.	John			pick up	take	there	milk			have						
461	21	5	7	18	How many objects is John carrying?	John		object	be	be					be					one	13 16 20
462	1	1	7	19	Mary moved to the bathroom.	Mary			move	move	bathroom				be						
463	2	1	7	19	Mary picked up the milk there.	Mary			pick up	take	there	milk			have						
464	3	1	7	19	How many objects is Mary carrying?	Mary	object	many	be	be					be					one	2
465	4	2	7	19	Mary discarded the milk.	Mary			discard	put		milk			not have						
466	5	2	7	19	Sandra moved to the office.	Sandra			move	move	office				be						
467	6	2	7	19	How many objects is Mary carrying?	Mary	object	many	be	be					be					none	2 4
468	7	3	7	19	Mary got the milk there.	Mary			get	take	there	milk			have						
469	8	3	7	19	Mary put down the milk.	Mary			put down	put		milk			not have						
470	9	3	7	19	How many objects is Mary carrying?	Mary	object	many	be	be					be					none	2 4 7 8
471	10	4	7	19	Mary grabbed the milk there.	Mary			grab	take	there	milk			have						
472	11	4	7	19	John travelled to the garden.	John			travel	move	garden				be						
473	12	4	7	19	How many objects is Mary carrying?	Mary	object	many	be	be					be					one	2 4 7 8 10
474	13	5	7	19	Mary journeyed to the hallway.	Mary			journey	move	hallway				be						
475	14	5	7	19	Daniel went back to the office.	Daniel			go	move	office				be						
476	15	5	7	19	How many objects is Mary carrying?	Mary	object	many	be	be					be					one	2 4 7 8 10
477	1	1	7	20	Mary moved to the garden.	Mary			move	move	garden				be						
478	2	1	7	20	Mary moved to the kitchen.	Mary			move	move	kitchen				be						
479	3	1	7	20	John grabbed the football there.	John			grab	take	there	football			have						
480	4	1	7	20	John handed the football to Mary.	John			hand	give		football		Mary	not have			have			
481	5	1	7	20	How many objects is John carrying?	John		object	be	be					be					none	3 4
482	6	2	7	20	Mary put down the football.	Mary			put down	put		football			not have						
483	7	2	7	20	Mary took the football there.	Mary			take	take	there	football			have						
484	8	2	7	20	How many objects is Mary carrying?	Mary	object	many	be	be					be					one	4 6 7
485	9	3	7	20	John journeyed to the garden.	John			journey	move	garden				be						
486	10	3	7	20	Sandra got the apple there.	Sandra			get	take	there	apple			have						
487	11	3	7	20	How many objects is John carrying?	John		object	be	be					be					none	3 4
488	12	4	7	20	Sandra went back to the bedroom.	Sandra			go	move	bedroom				be						
489	13	4	7	20	Mary moved to the garden.	Mary			move	move	garden				be						
490	14	4	7	20	How many objects is Sandra carrying?	Sandra	object	many	be	be					be					one	10
491	15	5	7	20	Sandra gave the apple to Daniel.	Sandra			give	give		apple		Daniel	not have			have			
492	16	5	7	20	Daniel dropped the apple.	Daniel			drop	put		apple			not have						
493	17	5	7	20	How many objects is Daniel carrying?	Daniel	object	many	be	be					be					none	15 16
494	1	1	8	18	Daniel went to the office.	Daniel			go	move	office				be						
495	2	1	8	18	Daniel went back to the bathroom.	Daniel			go	move	bathroom				be						
496	3	1	8	18	Mary travelled to the garden.	Mary			travel	move	garden				be						
497	4	1	8	18	John went back to the garden.	John			go	move	garden				be						
498	5	1	8	18	John took the football there.	John			take	take	there	football			have						
499	6	1	8	18	Mary grabbed the apple there.	Mary			grab	take	there	apple			have						
500	7	1	8	18	What is Mary carrying?	Mary			carry	have					have					apple	6
501	8	2	8	18	Daniel travelled to the bedroom.	Daniel			travel	move	bedroom				be						
502	9	2	8	18	Sandra went to the garden.	Sandra			go	move	garden				be						
503	10	2	8	18	What is John carrying?	John			carry	have					have					football	5
504	11	3	8	18	Mary grabbed the milk there.	Mary			grab	take	there	milk			have						
505	12	3	8	18	Daniel went to the bathroom.	Daniel			go	move	bathroom				be						
506	13	3	8	18	What is Mary carrying?	Mary			carry	have					have					apple milk	6 11
507	14	4	8	18	Sandra went back to the office.	Sandra			go	move	office				be						
508	15	4	8	18	John left the football.	John			leave	put		football			not have						
509	16	4	8	18	What is Mary carrying?	Mary			carry	have					have					apple milk	6 11
510	17	5	8	18	John travelled to the bedroom.	John			travel	move	bedroom				be						
511	18	5	8	18	John went to the garden.	John			go	move	garden				be						
512	19	5	8	18	What is John carrying?	John			carry	have					have					nothing	5 15
513	1	1	8	19	Mary travelled to the garden.	Mary			travel	move	garden				be						
514	2	1	8	19	Mary went to the kitchen.	Mary			go	move	kitchen				be						
515	3	1	8	19	Mary moved to the garden.	Mary			move	move	garden				be						
516	4	1	8	19	Sandra journeyed to the hallway.	Sandra			journey	move	hallway				be						
517	5	1	8	19	John journeyed to the bathroom.	John			journey	move	bathroom				be						
518	6	1	8	19	Daniel went back to the garden.	Daniel			go	move	garden				be						
519	7	1	8	19	Mary travelled to the bedroom.	Mary			travel	move	bedroom				be						
520	8	1	8	19	Sandra journeyed to the garden.	Sandra			journey	move	garden				be						
521	9	1	8	19	John took the football there.	John			take	take	there	football			have						
522	10	1	8	19	John moved to the hallway.	John			move	move	hallway				be						
523	11	1	8	19	What is John carrying?	John			carry	have					have					football	9
524	12	2	8	19	John put down the football.	John			put down	put		football			not have						
525	13	2	8	19	Sandra journeyed to the kitchen.	Sandra			journey	move	kitchen				be						
526	14	2	8	19	What is John carrying?	John			carry	have					have					nothing	9 12
527	15	3	8	19	John grabbed the apple there.	John			grab	take	there	apple			have						
528	16	3	8	19	John grabbed the football there.	John			grab	take	there	football			have						
529	17	3	8	19	What is John carrying?	John			carry	have					have					football apple	9 12 16 15
530	18	4	8	19	Mary moved to the office.	Mary			move	move	office				be						
531	19	4	8	19	John moved to the bedroom.	John			move	move	bedroom				be						
532	20	4	8	19	What is John carrying?	John			carry	have					have					football apple	9 12 16 15
533	21	5	8	19	John dropped the football.	John			drop	put		football			not have						
534	22	5	8	19	Sandra travelled to the bathroom.	Sandra			travel	move	bathroom				be						
535	23	5	8	19	What is John carrying?	John			carry	have					have					apple	9 12 16 21 15
536	1	1	8	20	John picked up the milk there.	John			pick up	take	there	milk			have						
537	2	1	8	20	Mary went back to the bedroom.	Mary			go	move	bedroom				be						
538	3	1	8	20	What is John carrying?	John			carry	have					have					milk	1
539	4	2	8	20	John dropped the milk.	John			drop	put		milk			not have						
540	5	2	8	20	Sandra went back to the bathroom.	Sandra			go	move	bathroom				be						
541	6	2	8	20	What is John carrying?	John			carry	have					have					nothing	1 4
542	7	3	8	20	John went back to the office.	John			go	move	office				be						
543	8	3	8	20	Daniel travelled to the hallway.	Daniel			travel	move	hallway				be						
544	9	3	8	20	What is John carrying?	John			carry	have					have					nothing	1 4
545	10	4	8	20	John travelled to the garden.	John			travel	move	garden				be						
546	11	4	8	20	John got the milk there.	John			get	take	there	milk			have						
547	12	4	8	20	What is John carrying?	John			carry	have					have					milk	1 4 11
548	13	5	8	20	Daniel picked up the apple there.	Daniel			pick up	take	there	apple			have						
549	14	5	8	20	John moved to the bathroom.	John			move	move	bathroom				be						
550	15	5	8	20	What is John carrying?	John			carry	have					have					milk	1 4 11
551	1	1	9	18	Sandra is not in the garden.	Sandra			be	be	garden				be						
552	2	1	9	18	Daniel travelled to the kitchen.	Daniel			travel	move	kitchen				be						
553	3	1	9	18	Is Daniel in the bedroom?	Daniel			be	be	bedroom				be					no	2
554	4	2	9	18	Daniel went back to the garden.	Daniel			go	move	garden				be						
555	5	2	9	18	Mary journeyed to the hallway.	Mary			journey	move	hallway				be						
556	6	2	9	18	Is Mary in the bathroom?	Mary			be	be	bathroom				be					no	5
557	7	3	9	18	John went to the garden.	John			go	move	garden				be						
558	8	3	9	18	John journeyed to the bedroom.	John			journey	move	bedroom				be						
559	9	3	9	18	Is Daniel in the office?	Daniel			be	be	office				be					no	4
560	10	4	9	18	Daniel moved to the bathroom.	Daniel			move	move	bathroom				be						
561	11	4	9	18	Daniel went back to the bedroom.	Daniel			go	move	bedroom				be						
562	12	4	9	18	Is Mary in the kitchen?	Mary			be	be	kitchen				be					no	5
563	13	5	9	18	Daniel is no longer in the bedroom.	Daniel			be	be	bedroom				be						
564	14	5	9	18	Mary is not in the hallway.	Mary			be	be	hallway				be						
565	15	5	9	18	Is John in the garden?	John			be	be	garden				be					no	8
566	1	1	9	19	Sandra journeyed to the bedroom.	Sandra			journey	move	bedroom				be						
567	2	1	9	19	Daniel is in the bathroom.	Daniel			be	be	bathroom				be						
568	3	1	9	19	Is Daniel in the bedroom?	Daniel			be	be	bedroom				be					no	2
569	4	2	9	19	John is in the hallway.	John			be	be	hallway				be						
570	5	2	9	19	John is in the bathroom.	John			be	be	bathroom				be						
571	6	2	9	19	Is Sandra in the bedroom?	Sandra			be	be	bedroom				be					yes	1
572	7	3	9	19	Mary moved to the hallway.	Mary			move	move	hallway				be						
573	8	3	9	19	Daniel went back to the garden.	Daniel			go	move	garden				be						
574	9	3	9	19	Is Daniel in the garden?	Daniel			be	be	garden				be					yes	8
575	10	4	9	19	Daniel is in the hallway.	Daniel			be	be	hallway				be						
576	11	4	9	19	Daniel is no longer in the hallway.	Daniel			be	be	hallway				be						
577	12	4	9	19	Is Daniel in the hallway?	Daniel			be	be	hallway				be					no	11
578	13	5	9	19	John moved to the bedroom.	John			move	move	bedroom				be						
579	14	5	9	19	John journeyed to the bathroom.	John			journey	move	bathroom				be						
580	15	5	9	19	Is Daniel in the hallway?	Daniel			be	be	hallway				be					no	11
581	1	1	9	20	Sandra is no longer in the bedroom.	Sandra			be	be	bedroom				be						
582	2	1	9	20	Daniel journeyed to the bathroom.	Daniel			journey	move	bathroom				be						
583	3	1	9	20	Is Daniel in the office?	Daniel			be	be	office				be					no	2
584	4	2	9	20	Sandra moved to the hallway.	Sandra			move	move	hallway				be						
585	5	2	9	20	Sandra is not in the hallway.	Sandra			be	be	hallway				be						
586	6	2	9	20	Is Sandra in the hallway?	Sandra			be	be	hallway				be					no	5
587	7	3	9	20	Sandra is no longer in the garden.	Sandra			be	be	garden				be						
588	8	3	9	20	Daniel travelled to the hallway.	Daniel			travel	move	hallway				be						
589	9	3	9	20	Is Sandra in the garden?	Sandra			be	be	garden				be					no	7
590	10	4	9	20	Mary went back to the office.	Mary			go	move	office				be						
591	11	4	9	20	Daniel went to the bedroom.	Daniel			go	move	bedroom				be						
592	12	4	9	20	Is Daniel in the garden?	Daniel			be	be	garden				be					no	11
593	13	5	9	20	Sandra is in the bathroom.	Sandra			be	be	bathroom				be						
594	14	5	9	20	Daniel went to the garden.	Daniel			go	move	garden				be						
595	15	5	9	20	Is Daniel in the hallway?	Daniel			be	be	hallway				be					no	14
596	1	1	10	18	Fred moved to the bedroom.	Fred			move	move	bedroom				be						
597	2	1	10	18	Julie is in the school.	Julie			be	be	school				be						
598	3	1	10	18	Is Fred in the office?	Fred			be	be	office				be					no	1
599	4	2	10	18	Fred is in the school.	Fred			be	be	school				be						
600	5	2	10	18	Mary travelled to the kitchen.	Mary			travel	move	kitchen				be						
601	6	2	10	18	Is Julie in the school?	Julie			be	be	school				be					yes	2
602	7	3	10	18	Mary is in the office.	Mary			be	be	office				be						
603	8	3	10	18	Fred moved to the bedroom.	Fred			move	move	bedroom				be						
604	9	3	10	18	Is Fred in the bedroom?	Fred			be	be	bedroom				be					yes	8
605	10	4	10	18	Bill is either in the cinema or the bedroom.	Bill			be	be	"cinema
bedroom"				be						
606	11	4	10	18	Fred is in the school.	Fred			be	be	school				be						
607	12	4	10	18	Is Fred in the office?	Fred			be	be	office				be					no	11
608	13	5	10	18	Fred is in the bedroom.	Fred			be	be	bedroom				be						
609	14	5	10	18	Fred is either in the kitchen or the office.	Fred			be	be	"kitchen
office"				be						
610	15	5	10	18	Is Bill in the kitchen?	Bill			be	be	kitchen				be					no	10
611	1	1	10	19	Mary is either in the cinema or the park.	Mary			be	be	"cinema
park"				be						
612	2	1	10	19	Fred moved to the bedroom.	Fred			move	move	bedroom				be						
613	3	1	10	19	Is Mary in the school?	Mary			be	be	school				be					no	1
614	4	2	10	19	Bill is in the office.	Bill			be	be	office				be						
615	5	2	10	19	Mary is in the school.	Mary			be	be	school				be						
616	6	2	10	19	Is Mary in the kitchen?	Mary			be	be	kitchen				be					no	5
617	7	3	10	19	Fred is in the park.	Fred			be	be	park				be						
618	8	3	10	19	Fred is either in the kitchen or the cinema.	Fred			be	be	"kitchen
cinema"				be						
619	9	3	10	19	Is Fred in the bedroom?	Fred			be	be	bedroom				be					no	8
620	10	4	10	19	Bill is either in the kitchen or the kitchen.	Bill			be	be	"kitchen
kitchen"				be						
621	11	4	10	19	Fred moved to the bedroom.	Fred			move	move	bedroom				be						
622	12	4	10	19	Is Mary in the kitchen?	Mary			be	be	kitchen				be					no	5
623	13	5	10	19	Mary journeyed to the park.	Mary			journey	move	park				be						
624	14	5	10	19	Julie went back to the cinema.	Julie			go	move	cinema				be						
625	15	5	10	19	Is Fred in the bedroom?	Fred			be	be	bedroom				be					yes	11
626	1	1	10	20	Bill moved to the office.	Bill			move	move	office				be						
627	2	1	10	20	Bill journeyed to the cinema.	Bill			journey	move	cinema				be						
628	3	1	10	20	Is Bill in the cinema?	Bill			be	be	cinema				be					yes	2
629	4	2	10	20	Julie is in the bedroom.	Julie			be	be	bedroom				be						
630	5	2	10	20	Mary is either in the kitchen or the kitchen.	Mary			be	be	"kitchen
kitchen"				be						
631	6	2	10	20	Is Mary in the kitchen?	Mary			be	be	kitchen				be					maybe	5
632	7	3	10	20	Julie travelled to the cinema.	Julie			travel	move	cinema				be						
633	8	3	10	20	Fred moved to the kitchen.	Fred			move	move	kitchen				be						
634	9	3	10	20	Is Julie in the park?	Julie			be	be					be					no	7
635	10	4	10	20	Fred is either in the school or the office.	Fred			be	be	"school
office"				be						
636	11	4	10	20	Fred is in the cinema.	Fred			be	be	cinema				be						
637	12	4	10	20	Is Mary in the bedroom?	Mary			be	be	bedroom				be					no	5
638	13	5	10	20	Fred travelled to the school.	Fred			travel	move	school				be						
639	14	5	10	20	Fred went to the park.	Fred			go	move	park				be						
640	15	5	10	20	Is Fred in the park?	Fred			be	be	park				be					yes	14
641	1	1	11	18	John moved to the office.	John			move	move	office				be						
642	2	1	11	18	Following that he went to the hallway.	he			follow	move	hallway				be						
643	3	1	11	18	Where is John?	John			be	be					be					hallway	1 2
644	4	2	11	18	Sandra journeyed to the bedroom.	Sandra			journey	move	bedroom				be						
645	5	2	11	18	Afterwards she moved to the garden.	she			move	move	garden				be						
646	6	2	11	18	Where is John?	John			be	be					be					hallway	1 2
647	7	3	11	18	Mary went back to the bathroom.	Mary			go	move	bathroom				be						
648	8	3	11	18	After that she went back to the office.	she			go	move	office				be						
649	9	3	11	18	Where is Mary?	Mary			be	be					be					office	7 8
650	10	4	11	18	Mary went back to the kitchen.	Mary			go	move	kitchen				be						
651	11	4	11	18	After that she went back to the bathroom.	she			go	move	bathroom				be						
652	12	4	11	18	Where is Mary?	Mary			be	be					be					bathroom	10 11
653	13	5	11	18	Daniel went to the office.	Daniel			go	move	office				be						
654	14	5	11	18	Following that he travelled to the bathroom.	he			follow	move	bathroom				be						
655	15	5	11	18	Where is Mary?	Mary			be	be					be					bathroom	10 11
656	1	1	11	19	Sandra moved to the office.	Sandra			move	move	office				be						
657	2	1	11	19	Then she travelled to the garden.	she			travel	move	garden				be						
658	3	1	11	19	Where is Sandra?	Sandra			be	be					be					garden	1 2
659	4	2	11	19	Sandra moved to the kitchen.	Sandra			move	move	kitchen				be						
660	5	2	11	19	Afterwards she went to the office.	she			go	move	office				be						
661	6	2	11	19	Where is Sandra?	Sandra			be	be					be					office	4 5
662	7	3	11	19	Mary went to the garden.	Mary			go	move	garden				be						
663	8	3	11	19	Afterwards she went to the office.	she			go	move	office				be						
664	9	3	11	19	Where is Sandra?	Sandra			be	be					be					office	4 5
665	10	4	11	19	Mary journeyed to the kitchen.	Mary			journey	move	kitchen				be						
666	11	4	11	19	Following that she moved to the hallway.	she			follow	move	hallway				be						
667	12	4	11	19	Where is Mary?	Mary			be	be					be					hallway	10 11
668	13	5	11	19	Daniel moved to the bathroom.	Daniel			move	move	bathroom				be						
669	14	5	11	19	Then he journeyed to the garden.	he			journey	move	garden				be						
670	15	5	11	19	Where is Mary?	Mary			be	be					be					hallway	10 11
671	1	1	11	20	Mary went to the kitchen.	Mary			go	move	kitchen				be						
672	2	1	11	20	Then she moved to the office.	she			move	move	office				be						
673	3	1	11	20	Where is Mary?	Mary			be	be					be					office	1 2
674	4	2	11	20	Sandra travelled to the hallway.	Sandra			travel	move	hallway				be						
675	5	2	11	20	Following that she went back to the bedroom.	she			follow	move	bedroom				be						
676	6	2	11	20	Where is Sandra?	Sandra			be	be					be					bedroom	4 5
677	7	3	11	20	John journeyed to the bedroom.	John			journey	move	bedroom				be						
678	8	3	11	20	Following that he journeyed to the garden.	he			follow	move	garden				be						
679	9	3	11	20	Where is Sandra?	Sandra			be	be					be					bedroom	4 5
680	10	4	11	20	Sandra went back to the garden.	Sandra			go	move	garden				be						
681	11	4	11	20	Afterwards she travelled to the bathroom.	she			travel	move	bathroom				be						
682	12	4	11	20	Where is Sandra?	Sandra			be	be					be					bathroom	10 11
683	13	5	11	20	Sandra journeyed to the bedroom.	Sandra			journey	move	bedroom				be						
684	14	5	11	20	After that she journeyed to the bathroom.	she			journey	move	bathroom				be						
685	15	5	11	20	Where is John?	John			be	be					be					garden	7 8
686	1	1	12	18	Sandra and John travelled to the office.	"Sandra
John"			travel	move	office				be						
687	2	1	12	18	Daniel and John journeyed to the garden.	"Daniel
John"			journey	move	garden				be						
688	3	1	12	18	Where is John?	John			be	be					be					garden	2
689	4	2	12	18	John and Daniel went to the bathroom.	"John
Daniel"			go	move	bathroom				be						
690	5	2	12	18	John and Sandra moved to the garden.	"John
Sandra"			move	move	garden				be						
691	6	2	12	18	Where is Daniel?	Daniel			be	be					be					bathroom	4
692	7	3	12	18	Sandra and Mary went to the kitchen.	"Sandra
Mary"			go	move	kitchen				be						
693	8	3	12	18	John and Mary travelled to the office.	"John
Mary"			travel	move	office				be						
694	9	3	12	18	Where is Sandra?	Sandra			be	be					be					kitchen	7
695	10	4	12	18	John and Sandra went to the bedroom.	"John
Sandra"			go	move	bedroom				be						
696	11	4	12	18	Daniel and John went to the hallway.	"Daniel
John"			go	move	hallway				be						
697	12	4	12	18	Where is Daniel?	Daniel			be	be					be					hallway	11
698	13	5	12	18	Daniel and Sandra travelled to the kitchen.	"Daniel
Sandra"			travel	move	kitchen				be						
699	14	5	12	18	John and Sandra journeyed to the office.	"John
Sandra"			journey	move	office				be						
700	15	5	12	18	Where is John?	John			be	be					be					office	14
701	1	1	12	19	John and Mary travelled to the kitchen.	"John
Mary"			travel	move	kitchen				be						
702	2	1	12	19	Sandra and Daniel went to the bedroom.	"Sandra
Daniel"			go	move	bedroom				be						
703	3	1	12	19	Where is Mary?	Mary			be	be					be					kitchen	1
704	4	2	12	19	Sandra and Daniel went to the kitchen.	"Sandra
Daniel"			go	move	kitchen				be						
705	5	2	12	19	Sandra and Daniel moved to the bathroom.	"Sandra
Daniel"			move	move	bathroom				be						
706	6	2	12	19	Where is Daniel?	Daniel			be	be					be					bathroom	5
707	7	3	12	19	Mary and Daniel went to the office.	"Mary
Daniel"			go	move	office				be						
708	8	3	12	19	Daniel and Mary went to the kitchen.	"Daniel
Mary"			go	move	kitchen				be						
709	9	3	12	19	Where is Daniel?	Daniel			be	be					be					kitchen	8
710	10	4	12	19	John and Mary moved to the garden.	"John
Mary"			move	move	garden				be						
711	11	4	12	19	Mary and John travelled to the bedroom.	"Mary
John"			travel	move	bedroom				be						
712	12	4	12	19	Where is John?	John			be	be					be					bedroom	11
713	13	5	12	19	John and Sandra went to the hallway.	"John
Sandra"			go	move	hallway				be						
714	14	5	12	19	Sandra and Mary went back to the bathroom.	"Sandra
Mary"			go	move	bathroom				be						
715	15	5	12	19	Where is Sandra?	Sandra			be	be					be					bathroom	14
716	1	1	12	20	John and Daniel moved to the bathroom.	"John
Daniel"			move	move	bathroom				be						
717	2	1	12	20	Mary and John went to the kitchen.	"Mary
John"			go	move	kitchen				be						
718	3	1	12	20	Where is John?	John			be	be					be					kitchen	2
719	4	2	12	20	Mary and John journeyed to the hallway.	"Mary
John"			journey	move	hallway				be						
720	5	2	12	20	Sandra and Daniel travelled to the garden.	"Sandra
Daniel"			travel	move	garden				be						
721	6	2	12	20	Where is Mary?	Mary			be	be					be					hallway	4
722	7	3	12	20	Sandra and Daniel went to the office.	"Sandra
Daniel"			go	move	office				be						
